disease_id,diseaseid,diseasename
6139,C0344772,Cleft leaflet of mitral valve
11352,C1843183,"Charcot-Marie-Tooth disease, Type 4A, axonal form"
11145,C1837805,"Charcot-Marie-Tooth disease, axonal, Type 2G"
6547,C0398561,Glucose phosphate isomerase deficiency
1894,C0031149,Peritoneal Neoplasms
18023,C4726609,Resectable Pancreatic Ductal Adenocarcinoma
4100,C0264080,Juvenile osteoporosis
11549,C1847800,Waardenburg Syndrome Type 1
9233,C1263739,Disorder of organic acid metabolism
11868,C1854630,Growth Deficiency and Mental Retardation with Facial Dysmorphism
1598,C0026851,"Muscular Dystrophy, Animal"
15574,C3826233,Hearing impaired children
9304,C1266128,Ossifying fibromyxoid tumor
12461,C1866095,"Deafness, Autosomal Dominant 13"
9074,C1112574,Granulomatous ileocolitis
16238,C4039473,3-methylglutaconic aciduria type 5
17178,C4324548,Noncompaction cardiomyopathy
16696,C4255008,Multiple osteochondroma of long bone
14974,C3553719,AMYOTROPHIC LATERAL SCLEROSIS 18
16884,C4303475,Hyperinsulinism due to HNF1A deficiency
5245,C0279682,Bladder Adenocarcinoma
17286,C4479708,FCD IIA
6634,C0403477,Medullary nephrocalcinosis
13994,C2985220,Anaplastic Medulloblastoma
16560,C4225291,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 9"
14914,C3550913,"MENTAL RETARDATION, X-LINKED, SYNDROMIC 32"
17174,C4324396,Immune-mediated hepatitis
9025,C1096274,Corneal thinning
14973,C3553709,"MYOPATHY, CENTRONUCLEAR, 4"
14399,C3267035,Digital ulcer
8525,C0852110,Lower respiratory tract infection viral
6112,C0344432,"Ventricular tachycardia, polymorphic"
9587,C1303010,"Mydriasis, Congenital"
8702,C0858355,Addicted to cocaine
5694,C0338596,Spastic cerebral palsy
14900,C3549447,ALTERNATING HEMIPLEGIA OF CHILDHOOD 1
11530,C1847360,PARKINSON DISEASE 10
75,C0002066,Alkaptonuria
9487,C1291316,Deficiency of reductase
5010,C0275706,Infection due to Mycobacterium kansasii
16037,C4015293,IMMUNODEFICIENCY 38 WITH BASAL GANGLIA CALCIFICATION
477,C0009178,Cocaine withdrawal
2649,C0085661,Onycholysis
14878,C3541853,NEPHRONOPHTHISIS 15
14991,C3553846,JOUBERT SYNDROME 19
14848,C3539071,NEPHRONOPHTHISIS 14
15062,C3554439,Microcephalic primordial dwarfism Alazami type
9631,C1306839,Pyrophosphate arthritis
9116,C1142025,Stage IV Esophageal Squamous Cell Carcinoma
12309,C1863678,Craniosynostosis with Ectopia Lentis
6909,C0432262,Dysosteosclerosis
2265,C0038457,"Stromal Dystrophies, Corneal"
7302,C0544848,"Dystrophy, granular"
12589,C1876165,Copper-Overload Cirrhosis
3102,C0156189,Cirrhosis and chronic liver disease
4418,C0266985,Resorption of mandible
5838,C0340909,Arteriovenous fistula thrombosis
12064,C1858338,"Neuropathy, hereditary motor and sensory, Okinawa type"
15265,C3714897,"SPASTIC PARAPLEGIA 57, AUTOSOMAL RECESSIVE"
6706,C0406727,Orofaciodigital syndrome 4
14977,C3553758,JOUBERT SYNDROME 18
14976,C3553748,ADAMS-OLIVER SYNDROME 3
12994,C2363129,Benign Rolandic Epilepsy
1108,C0020241,Hydroa Vacciniforme
14912,C3550903,CORNELIA DE LANGE SYNDROME 5
11405,C1844887,Catel Manzke syndrome
11239,C1839736,WILSON-TURNER X-LINKED MENTAL RETARDATION SYNDROME
7783,C0740905,allergy chronic
16331,C4054188,Ph-Like Acute Lymphoblastic Leukemia
9686,C1321878,Desmoplastic infantile ganglioglioma
8861,C0887800,Psychogenic Inversion of Circadian Rhythm
3776,C0236811,Chronobiology Disorders
14985,C3553830,"AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA4"
12388,C1864900,Retinal Cone Dystrophy 3A
10038,C1336132,Stage IB Uterine Corpus Cancer AJCC v7
16791,C4284413,Severe Fever with Thrombocytopenia Syndrome
5441,C0333062,Hernia sac
5341,C0281788,Biventricular hypertrophy
8432,C0796205,"SPINOCEREBELLAR ATAXIA, X-LINKED 1"
7445,C0581381,Recurrent upper respiratory tract infection
9337,C1272174,Scotopic sensitivity
4781,C0270871,Facial Myokymia
12043,C1858051,NORTH AMERICAN INDIAN CHILDHOOD CIRRHOSIS
9130,C1142307,Paratubal Cyst
7585,C0679272,Polydrug abuse
12318,C1863844,Adult-onset citrullinemia type 2
14995,C3553915,"METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblJ TYPE"
11152,C1837893,SCHIZOPHRENIA 12
723,C0014077,"Leukoencephalitis, Acute Hemorrhagic"
14860,C3539916,"MYOCLONUS, FAMILIAL CORTICAL"
16536,C4225265,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2W"
15330,C3806745,"PALMOPLANTAR KERATODERMA, MUTILATING, WITH PERIORIFICIAL KERATOTIC PLAQUES, X-LINKED"
14992,C3553870,SECKEL SYNDROME 7
16687,C4225499,"MICROCEPHALY, SHORT STATURE, AND POLYMICROGYRIA WITH SEIZURES"
14986,C3553831,"MICROCEPHALY, SHORT STATURE, AND POLYMICROGYRIA WITH OR WITHOUT SEIZURES"
8694,C0857862,Staphylococcus Aureus Pneumonia
5445,C0333133,Mucus cast
7799,C0741621,Brachial artery occlusion
8750,C0861353,Noninvasive ductal carcinoma
14691,C3469526,"FANCONI ANEMIA, COMPLEMENTATION GROUP F"
10385,C1519714,Type II Endometrial Adenocarcinoma
12628,C1955760,Idiopathic normal pressure hydrocephalus (INPH)
12850,C2047886,(Idiopathic) normal pressure hydrocephalus
2647,C0085653,Pyogenic granuloma
4040,C0263218,Pyogenic granuloma of skin
16857,C4302087,Silent cerebral infarct
14983,C3553813,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 8"
12768,C1970107,"ATAXIA, SPASTIC, 1, AUTOSOMAL DOMINANT"
10987,C1835084,Megaduodenum and-or Megacystis
4412,C0266833,"Visceral Myopathy, Familial"
2463,C0042781,Visceral Myopathy
17354,C4518574,Early-onset Lafora body disease
16530,C4225258,"EPILEPSY, PROGRESSIVE MYOCLONIC, 10"
7583,C0678329,drug substitution (abuse)
16271,C4048549,Malignant germ cell neoplasm
9600,C1304345,Occupational irritant contact dermatitis
12228,C1861799,Catatrichy
16805,C4285778,Systemic bacterial infection
13322,C2717866,Vestibulodynia
17183,C4324584,Periprocedural myocardial infarction
9349,C1274216,Punctate palmoplantar keratoderma
10998,C1835662,Keratosis palmoplantaris papulosa
6002,C0342777,Succinate-coenzyme Q reductase deficiency
9167,C1257840,"Aganglionosis, Rectosigmoid Colon"
15253,C3714731,Early childhood caries
18037,C4727587,MGMT-Methylated Glioblastoma
16852,C4296683,Emotional neglect
15781,C3888355,"DEAFNESS, AUTOSOMAL RECESSIVE 93"
6591,C0399357,Talon cusp
6838,C0431401,Gillespie syndrome
4741,C0270699,Neonatal maladjustment syndrome
9149,C1168215,Uremic anemia
18099,C4744712,Advanced Prostate Carcinoma
3801,C0238074,Chronic pulmonary heart disease
9173,C1257958,Glucose Metabolism Disorders
18228,C4750847,Contiguous ABCD1 DXS1357E deletion syndrome
2502,C0043459,Zellweger Syndrome
11450,C1845408,Contiguous Abcd1-Dxs1375e Deletion Syndrome
4003,C0259786,Rhabdoid meningioma
13976,C2960760,Calcification of muscle
10792,C1761609,Aspiration pneumonitis
4102,C0264097,Calcaneal apophysitis
8435,C0796208,"MENTAL RETARDATION, X-LINKED 3"
11054,C1836395,SPINOCEREBELLAR ATAXIA 26
2795,C0151436,"Vasculitis, Leukocytoclastic, Cutaneous"
16306,C4049638,Cutaneous Small Vessel Vasculitis
2740,C0149642,Cervical lymphadenitis
15409,C3809352,"MECKEL SYNDROME, TYPE 11"
15039,C3554235,JOUBERT SYNDROME 20
2654,C0085677,Alcoholic Neuropathy
3384,C0206646,"Fibromatosis, Abdominal"
16505,C4225229,"CLEFT PALATE, PSYCHOMOTOR RETARDATION, AND DISTINCTIVE FACIAL FEATURES"
18146,C4748341,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 67"
12204,C1861313,"Synostosis, Carpal, with Dysplastic Elbow Joints and Brachydactyly"
15024,C3554067,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 11
11136,C1837615,"Ciliary Dyskinesia, Primary, 5"
3806,C0238113,Radiation esophagitis
11041,C1836199,"DEAFNESS, AUTOSOMAL RECESSIVE 48"
15036,C3554209,Congenital pontocerebellar hypoplasia type 8
13858,C2931829,RDS - infants
4444,C0267537,Typhlitis
8817,C0877104,Retinal toxicity
4730,C0270224,"Tetany, Neonatal"
2209,C0037768,Spasmophilia
8876,C0917812,Tetanilla
4546,C0268274,"Gangliosidoses, GM2"
2192,C0037205,Sirenomelia
16248,C4041147,Acute exacerbation of chronic obstructive bronchitis
15376,C3809013,"CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 2"
18193,C4749023,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 70"
17519,C4540478,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 52"
17831,C4693860,"DEVELOPMENTAL DELAY, INTELLECTUAL DISABILITY, OBESITY, AND DYSMORPHIC FEATURES"
2121,C0036211,Sarcoma 180
1578,C0026683,Mucocele
14890,C3543825,"CILIARY DYSKINESIA, PRIMARY, 18"
7574,C0678128,Friend leukemia
17035,C4310733,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 4"
6758,C0410334,Defect of articular cartilage
7643,C0686346,Gender Dysphoria
6227,C0346304,Gonadotroph adenoma
8611,C0854983,Lung adenocarcinoma recurrent
15061,C3554428,"OSTEOGENESIS IMPERFECTA, TYPE XIV"
7301,C0544840,Nodular amyloidosis
11204,C1838654,Nivelon Nivelon Mabille syndrome
17943,C4721549,Autosomal dominant neovascular inflammatory vitreoretinopathy
15042,C3554247,CARPENTER SYNDROME 2
15029,C3554127,"ECTODERMAL DYSPLASIA 9, HAIR/NAIL TYPE"
1261,C0022580,Punctate keratosis
5156,C0278804,Adenocarcinoma of duodenum
3808,C0238120,Acquired Factor XIII Deficiency
12101,C1858725,"NONCOMPACTION OF LEFT VENTRICULAR MYOCARDIUM, FAMILIAL ISOLATED, AUTOSOMAL DOMINANT 1"
5090,C0278495,Malignant neoplasm of stomach stage I
8979,C0948853,Euthymia
9790,C1332978,Childhood Lymphocyte-Rich Classic Hodgkin Lymphoma
9731,C1332205,Adult Lymphocyte-Rich Classical Hodgkin Lymphoma
4044,C0263325,Grover's disease
14815,C3502809,Generalized Epilepsy with Febrile Seizures Plus
13028,C2585570,Benign multiple sclerosis
17199,C4329692,Craniotubular Hyperostosis
6497,C0393778,Congenital anosmia
4732,C0270254,Hydrops of placenta
6335,C0349620,Pilocytic astrocytoma of cerebellum
15843,C3897746,recurrent childhood pilocytic astrocytoma
15807,C3889050,Prolonged epileptic seizure
10802,C1824925,"DEAFNESS, AUTOSOMAL RECESSIVE 70"
15030,C3554129,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 13
13489,C2750805,Chromosome 5p13 Duplication Syndrome
15044,C3554306,"EPILEPSY, NOCTURNAL FRONTAL LOBE, 5"
15035,C3554195,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 14"
4766,C0270820,Gelastic Epilepsy
3697,C0234974,Simple Partial Seizures
6480,C0393691,Occipital Lobe Epilepsy
6475,C0393681,Rhinencephalic Epilepsy
2687,C0086240,"Epilepsy, Simple Partial"
6474,C0393679,Amygdalo-Hippocampal Epilepsy
6472,C0393675,Childhood Benign Occipital Epilepsy
4772,C0270847,"Benign Focal Epilepsy, Childhood"
8025,C0751112,Subclinical Seizure
8026,C0751113,Uncinate Seizures
8027,C0751115,Digestive Epilepsy
11713,C1851549,Benign Occipital Epilepsy
10553,C1621920,Intermediate Maple Syrup Urine Disease
10076,C1337014,Grade I Chondrosarcoma
9178,C1258039,Henipavirus Infections
12215,C1861457,PROGRESSIVE ENCEPHALOMYELITIS WITH RIGIDITY
15847,C3897938,Persistent Oligoarticular Juvenile Idiopathic Arthritis
6210,C0346170,Serous cystadenoma of ovary
9245,C1263887,Neoplasm of temporal lobe
9318,C1266175,Parachordoma
16980,C4310673,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 57"
14518,C3279839,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 7"
5153,C0278801,Endometrial neoplasm malignant metastatic
15124,C3662259,Fetal anencephaly
14310,C3160917,Bladder pain syndrome
946,C0017923,Glycogen Storage Disease Type IV
15962,C4014605,POLYGLUCOSAN BODY MYOPATHY 1 WITH OR WITHOUT IMMUNODEFICIENCY
5756,C0339578,Corticosteroid-induced glaucoma
12433,C1865695,"Spondylometaphyseal dysplasia, axial"
17281,C4479651,RETINAL DYSTROPHY WITH OR WITHOUT MACULAR STAPHYLOMA
17021,C4310717,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 41"
17324,C4511138,Adult-onset chronic progressive external ophthalmoplegia with mitochondrial myopathy
11801,C1853396,Primary lateral sclerosis juvenile
13060,C2609282,Reticular pseudodrusen
17265,C4479504,"THROMBOCYTOPENIA, ANEMIA, AND MYELOFIBROSIS"
18154,C4748579,"DIARRHEA 10, PROTEIN-LOSING ENTEROPATHY TYPE"
15950,C4014516,"DIARRHEA 7, PROTEIN-LOSING ENTEROPATHY TYPE"
15053,C3554367,"EPIDERMOLYSIS BULLOSA, NONSPECIFIC, AUTOSOMAL RECESSIVE"
14412,C3272607,Colorectal Neuroendocrine Carcinoma
16821,C4288080,UNC13D Deficiency
4259,C0265490,Trisomy 22
660,C0013291,Duodenal Neoplasms
17322,C4511035,Isolated thrombocytopenia
3538,C0221011,Malignant Atrophic Papulosis
15031,C3554159,"DEAFNESS, AUTOSOMAL RECESSIVE 84B"
14891,C3543826,"CILIARY DYSKINESIA, PRIMARY, 19"
2498,C0043349,Xerophthalmia
4339,C0266215,Anorectal atresia
11519,C1846896,"Deafness, Autosomal Recessive 22"
17699,C4551967,B-CELL EXPANSION WITH NFKB AND T-CELL ANERGY
12576,C1868889,Irritable bowel syndrome characterized by constipation
3685,C0234512,Prosopagnosia
15491,C3810138,"ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 13"
18216,C4749653,Distal hereditary motor neuropathy type 7
10977,C1834703,"Neuropathy, Distal Hereditary Motor, Type VIIA"
15052,C3554366,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2Q"
1609,C0026976,"Myelitis, Transverse"
8079,C0751337,X-Linked Emery-Dreifuss Muscular Dystrophy
16532,C4225260,IMMUNODEFICIENCY 44
14916,C3550963,"HYPOTHYROIDISM, CENTRAL, AND TESTICULAR ENLARGEMENT"
5892,C0342154,Congenital atrophy of thyroid
5890,C0342151,Congenital hypothyroidism without goiter
12238,C1861906,"Breast Cancer, Familial Male"
3907,C0241423,Atrophy of tongue
3650,C0233643,Incoherent thinking
7925,C0749163,Supraglottic Squamous Cell Carcinoma
5069,C0277525,Infectious gastroenteritis
14166,C3151055,"ADRENAL INSUFFICIENCY, CONGENITAL, WITH 46,XY SEX REVERSAL, PARTIAL OR COMPLETE"
5587,C0334486,Low Grade Endometrial Stromal Sarcoma
15048,C3554343,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 17"
15356,C3808889,"POLYDACTYLY, POSTAXIAL, TYPE A6"
2112,C0036093,Salivary Gland Diseases
16416,C4085873,LUSCAN-LUMISH SYNDROME
13926,C2936827,Focal facial dermal dysplasia
15041,C3554246,FOCAL FACIAL DERMAL DYSPLASIA 4
2780,C0149955,Annular pancreas
5468,C0333457,Segmental demyelination
3996,C0259770,Epithelial inclusion cyst
4034,C0262974,Subacute dermatitis
15226,C3711390,9q22.3 Microdeletion
4257,C0265449,Pallister-Killian syndrome
12559,C1868677,PHOTOPAROXYSMAL RESPONSE 1
16294,C4049394,Chronic hepatitis C genotype 1b
6500,C0393799,Miller Fisher Syndrome
5015,C0275911,Tuberculosis of intestines
3927,C0242147,Acute urinary tract infection
2373,C0040962,Tricuspid Valve Prolapse
14452,C3275487,"X-linked cerebral, cerebellar, coloboma syndrome"
11047,C1836295,"SPASTIC PARAPLEGIA 28, AUTOSOMAL RECESSIVE (disorder)"
14856,C3539507,"SPASTIC PARAPLEGIA 56, AUTOSOMAL RECESSIVE"
14854,C3539495,"SPASTIC PARAPLEGIA 54, AUTOSOMAL RECESSIVE"
14887,C3542549,"SPASTIC PARAPLEGIA 49, AUTOSOMAL RECESSIVE"
15071,C3554499,"MICROCEPHALY 10, PRIMARY, AUTOSOMAL RECESSIVE"
3554,C0221047,Bradycardia-tachycardia syndrome
11077,C1836705,"Pseudohyperkalemia, Familial, 2, due to Red Cell Leak"
16722,C4273970,Familial pseudohyperkalemia
9043,C1096666,Thyroid cancer metastatic
14511,C3279786,ANHAPTOGLOBINEMIA
10403,C1527335,"Transient Ischemic Attack, Anterior Circulation"
7998,C0751019,Carotid Circulation Transient Ischemic Attack
7035,C0472381,Posterior Circulation Transient Ischemic Attack
7999,C0751020,"Transient Ischemic Attack, Vertebrobasilar Circulation"
8001,C0751022,"Brain Stem Ischemia, Transient"
8000,C0751021,Crescendo Transient Ischemic Attacks
15054,C3554374,DYSTONIA 24
11922,C1855663,Kaufman oculocerebrofacial syndrome
6581,C0398762,Properdin deficiency disease
5470,C0333497,Segmental glomerulosclerosis
10692,C1709780,Pyloric Gland Adenoma
3735,C0235840,Neonatal diarrhea
7124,C0495452,Noninfective neonatal diarrhea
12982,C2350621,Eumycetoma
670,C0013369,Dysentery
6397,C0376699,"Teeth, Endodontically-Treated"
11988,C1857252,"2,4-Dienoyl-CoA Reductase Deficiency"
8985,C0948993,Congenital eye disorders (excl glaucoma)
11302,C1842362,HERMANSKY-PUDLAK SYNDROME 2
15055,C3554381,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 10"
8519,C0851891,Influenza viral infections
13526,C2751431,"Bifid Nose, Autosomal Dominant"
15704,C3887497,"Bifid Nose, Autosomal Recessive"
8619,C0855056,Metastatic leiomyosarcoma
15064,C3554447,DYSTONIA 25
10922,C1833372,"HYPOCALCIURIC HYPERCALCEMIA, FAMILIAL, TYPE III"
16381,C4082301,Developmental Porencephaly
6847,C0431564,Lobulated tongue
6219,C0346208,Vaginal intraepithelial neoplasia
6068,C0343387,"Enterocolitis, Neutropenic"
2439,C0042237,Malignant Vaginal Neoplasm
852,C0016049,"Fibromatosis, Gingival"
4540,C0268255,Farber Lipogranulomatosis
15077,C3554576,"FACIAL DYSMORPHISM, IMMUNODEFICIENCY, LIVEDO, AND SHORT STATURE"
12613,C1881600,Malignant Vipoma
12847,C2033037,Pancreatic Vipoma
2622,C0085547,"Phenylketonuria, Maternal"
15060,C3554415,Distal arthrogryposis type 5D
15406,C3809327,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 14"
17874,C4706415,Spectrin-associated autosomal recessive cerebellar ataxia
6467,C0393642,Sepsis-Associated Encephalopathy
4979,C0272323,Moderate hereditary factor VIII deficiency disease
9085,C1135188,Critical illness myopathy
11308,C1842464,Nablus mask-like facial syndrome
15097,C3554691,"HYDROCEPHALUS, CONGENITAL, 2, WITH OR WITHOUT BRAIN OR EYE ANOMALIES"
15923,C4014283,"CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 6"
15073,C3554519,COWDEN SYNDROME 6
15058,C3554399,"NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1F"
17787,C4687396,Zellweger Spectrum Disorder
8956,C0948268,Hemodynamic instability
12947,C2347749,Adult Grade III Meningioma
5322,C0280801,Grade III Meningioma
12951,C2347758,Childhood Grade III Meningioma
12901,C2242589,Coronaropathy
15045,C3554316,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 15"
9017,C1096086,Deformity of lower limb
3065,C0155366,Vitreous degeneration
1911,C0031887,Picornaviridae Infections
15046,C3554321,"BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 4"
17452,C4526729,Refractory Erdheim-Chester Disease
13637,C2895223,Juvenile and adolescent idiopathic scoliosis
3128,C0158113,Contracture of joint of hand
14866,C3540844,"CILIARY DYSKINESIA, PRIMARY, 20"
6886,C0432219,Opsismodysplasia
4563,C0268314,"Cholestasis-edema syndrome, Norwegian type"
12131,C1859317,Cataract and cardiomyopathy
13165,C2675904,"Wilms Tumor, Aniridia, Genitourinary Anomalies, Mental Retardation, and Obesity Syndrome"
13852,C2931803,Deletion 11p13
9839,C1333446,Esophageal Gastrointestinal Stromal Tumor
16865,C4302263,Cryptogenic multifocal ulcerous stenosing enteritis
13346,C2721730,Burkholderia cenocepacia infection
17777,C4554406,"FANCONI ANEMIA, COMPLEMENTATION GROUP S"
13276,C2698204,Metastatic Lobular Breast Carcinoma
12997,C2363280,Cervical auricle (disorder)
15047,C3554330,"NEPHROTIC SYNDROME, TYPE 7"
15528,C3810401,ATRIAL STANDSTILL 2
4144,C0264734,Atrial dilatation
4713,C0268855,Hypertrophy of bladder
14894,C3544204,Borderline mucinous tumour of ovary
15085,C3554608,"MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 5"
3056,C0155164,Conjunctival scar
12223,C1861689,"KLIPPEL-FEIL SYNDROME, AUTOSOMAL DOMINANT"
14903,C3549874,METAPHYSEAL DYSPLASIA WITH MAXILLARY HYPOPLASIA WITH OR WITHOUT BRACHYDACTYLY
10984,C1834969,Metaphyseal Dysplasia with Maxillary Hypoplasia and Brachydactyly
3707,C0235369,Granulomatous hepatitis
10277,C1456283,Other alcohol-induced mental disorders
18011,C4725093,Unresectable Melanoma
15325,C3806702,"CHARCOT-MARIE-TOOTH DISEASE, X-LINKED DOMINANT, 6"
6666,C0405578,Gigantism and acromegaly
6415,C0392439,Acrodermatitis continua of Hallopeau
9774,C1332888,Central nervous system melanoma
8834,C0877854,Cerebral Arteriosclerosis
8455,C0796280,Acromegaloid facial appearance syndrome
15284,C3715164,LEBER CONGENITAL AMAUROSIS 17
12017,C1857743,LEBER CONGENITAL AMAUROSIS 12 (disorder)
17635,C4551691,Urethral stricture
2418,C0041974,Urethral Stenosis
8594,C0854771,Stage I Esophageal Squamous Cell Carcinoma
17950,C4721648,Stage I Esophageal Squamous Cell Carcinoma AJCC v7
4710,C0268821,Lower urinary tract infectious disease
15068,C3554462,MITOCHONDRIAL DNA DEPLETION SYNDROME 11
15070,C3554496,LEFT VENTRICULAR NONCOMPACTION 7
15407,C3809339,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 16
17888,C4706677,Male infertility with teratozoospermia due to single gene mutation
4071,C0263548,Pyramidal disease
4345,C0266267,Congenital hypoplasia of pancreas
6600,C0399406,Irreversible pulpitis
10620,C1704373,Compulsive Personality Disorder
6529,C0395886,"Cholesteatoma, Congenital"
1173,C0020631,Familial hypophosphatemia
12470,C1866293,Retinal cone dystrophy 2
4105,C0264162,Camptocormia
5971,C0342634,Neonatal hypocalcemia
132,C0002985,Angiokeratoma
13591,C2828721,"SPASTIC PARAPLEGIA 46, AUTOSOMAL RECESSIVE"
17872,C4706412,Autosomal recessive cerebellar ataxia with late-onset spasticity
15942,C4014435,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 26"
15895,C4011726,"MYOPATHY, TUBULAR AGGREGATE, 1"
12211,C1861451,Stormorken Syndrome
13152,C2675711,Dyschromatosis Universalis Hereditaria 1
5229,C0279643,Undifferentiated Carcinoma of Colon
17156,C4319808,Trisomy 13 Syndrome
13271,C2697638,Hypodiploid B Acute Lymphoblastic Leukemia
1433,C0024224,lymphangiosarcoma
17198,C4329672,Classic Congenital Adrenal Hyperplasia
4849,C0271454,Chronic purulent otitis media
4496,C0268117,"Gout, HPRT-Related"
13782,C2931290,"Welander distal myopathy, Swedish type"
15355,C3808876,"PALMOPLANTAR CARCINOMA, MULTIPLE SELF-HEALING"
6955,C0432562,Malignant lymphoma of spleen
16804,C4285716,Melatonin deficiency
15081,C3554599,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT, 6"
3510,C0220710,Medium-chain acyl-coenzyme A dehydrogenase deficiency
15279,C3715051,CRANIOSYNOSTOSIS 3
15619,C3839609,Complex craniosynostosis
15332,C3806917,CRANIOSYNOSTOSIS 4
17916,C4707866,Familial lambdoid synostosis
13756,C2931196,Craniofacial dysostosis type 1
7962,C0750931,"Arnold-Chiari Malformation, Type III"
7963,C0750932,"Arnold-Chiari Malformation, Type IV"
9351,C1274228,Chylomicronemia syndrome
15379,C3809042,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 13"
3791,C0238029,Ependymoma of brain
18127,C4747991,"PARKINSONISM-DYSTONIA, INFANTILE, 2"
16347,C4055183,Contrast - Induced Nephropathy
15307,C3805375,"ALBINISM, OCULOCUTANEOUS, TYPE VI"
15183,C3695272,Oculocutaneous albinism type 6
12104,C1858804,"Cerebellar Ataxia, Deafness, and Narcolepsy"
6962,C0442843,Corneal epithelial loss
13269,C2681923,RETINITIS PIGMENTOSA 2 (disorder)
15093,C3554686,IMMUNODEFICIENCY 11
9845,C1333502,extragonadal seminoma
4032,C0262963,extragonadal germ cell tumor
15959,C4014578,"AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA5"
2883,C0152240,Uterus bilocularis
9879,C1333989,Familial meningioma
13596,C2845975,Malignant neuroendocrine tumor
4447,C0267556,Osmotic diarrhea
17162,C4321358,Immune-Mediated Coagulopathy
2187,C0037140,B Virus Infection
2637,C0085615,Right bundle branch block
15442,C3809650,BAINBRIDGE-ROPERS SYNDROME
981,C0018536,Hallux Valgus
4280,C0265656,Congenital hallux valgus
3137,C0158458,Acquired hallux valgus
3049,C0155118,Corneal degeneration
16079,C4015695,LONG QT SYNDROME 15
10093,C1368107,Aplastic bone marrow
16524,C4225252,IMMUNODEFICIENCY 45
5072,C0277561,Juvenile disease
15742,C3887964,POLYCYSTIC KIDNEY DISEASE 3 WITH OR WITHOUT POLYCYSTIC LIVER DISEASE
15351,C3808786,"ALBINISM, OCULOCUTANEOUS, TYPE VII"
5870,C0341470,Alcohol-induced chronic pancreatitis
16228,C4025843,Abnormality of refraction
1736,C0029104,Opioid withdrawal
13581,C2827356,"Myeloid/Lymphoid Neoplasms with Eosinophilia and Rearrangement of PDGFRA, PDGFRB, or FGFR1, or with PCM1-JAK2"
7470,C0585984,Laryngotracheomalacia
14087,C3150703,FRONTONASAL DYSPLASIA 2
16487,C4225208,MENTAL RETARDATION AND DISTINCTIVE FACIAL FEATURES WITH OR WITHOUT CARDIAC DEFECTS
16073,C4015596,"MYASTHENIC SYNDROME, CONGENITAL, 15"
9812,C1333116,Colorectal Traditional Serrated Adenoma
7375,C0554021,Recurrent mouth ulcers
17299,C4509113,bipolar type I disorder
3107,C0156312,Atrophy of testis
10243,C1443237,Healthcare associated pneumonia
3691,C0234894,Dermatitis acneiform
6805,C0426970,Spastic Quadriplegia
16864,C4302261,Primary lactase deficiency
9342,C1272677,Benign mixed epithelial and stromal tumor of kidney
2262,C0038441,"Stress Disorders, Traumatic"
2182,C0037050,Sick Building Syndrome
15417,C3809434,RENAL-HEPATIC-PANCREATIC DYSPLASIA 2
15416,C3809431,"MICROCEPHALY 11, PRIMARY, AUTOSOMAL RECESSIVE"
