cui,cui_name,incidence_per_100k,prevalence_per_100k,metric_type,confidence,data_quality,source,source_url,source_type,year_specific,geographic_variation,is_subtype,parent_disease,reasoning,total_cases_per_year
C2609260,Caudal dysplasia syndrome,extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C2609315,Retinal angiomatous proliferation,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C2673648,"Hypomagnesemia 4, Renal",1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C2673677,"Myopathy, Early-Onset, with Fatal Cardiomyopathy",1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C2673914,"Anemia, Sideroblastic, Pyridoxine-Refractory, Autosomal Recessive",1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C2675491,AMYOTROPHIC LATERAL SCLEROSIS 11,4,,incidence,0.68,moderate,,,,False,moderate,False,,Autoimmune/inflammatory disorder incidence from rheumatology and immunology registries.,320000
C2677132,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 9 (disorder)",1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C2677362,Alveolar capillary dysplasia,extremely rare,,incidence,0.28,weak,,,,False,low,True,Congenital Lung Disorder,"Rare congenital pulmonary disorder with abnormal alveolar-capillary development, typically presenting in neonates with severe respiratory distress. Estimated <0.1 per 100k births based on case reports and autopsy studies.",extremely rare
C2677632,Hemisacrum,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C2678478,Brugada Syndrome 3,,2.5,prevalence,0.58,moderate,Antzelevitch C et al. (2005). Brugada syndrome: report of the second consensus conference. Circulation. 111(5):659-670,https://pubmed.ncbi.nlm.nih.gov/15655131/,literature,False,high,True,Brugada Syndrome,"Brugada Syndrome Type 3 (BrS3) is a rare autosomal dominant cardiac arrhythmia syndrome caused by SCN5A mutations. Prevalence estimated at 1-5 per 100,000 globally with significant geographic variation (higher in Southeast Asia). Using conservative global estimate of 2.5 per 100k.",200000
C2678484,Long Qt Syndrome 10,extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C2678503,"AXENFELD-RIEGER SYNDROME, TYPE 3",extremely rare,,,0.3,weak,,,,False,unknown,True,AXENFELD-RIEGER SYNDROME,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C2717860,Encapsulating Peritoneal Sclerosis,0.05,,incidence,0.35,weak,Summers AM et al. (2005). The prevalence of sclerosing encapsulating peritonitis in an Australian peritoneal dialysis population. Nephrol Dial Transplant. 20(1):193-198,https://pubmed.ncbi.nlm.nih.gov/15585531/,literature,False,high,False,,"Rare complication occurring primarily in peritoneal dialysis patients (0.5-2% of long-term dialysis patients) and occasionally idiopathically. In general population, estimated ~0.05 per 100k based on case report frequency. Confidence limited by sparse epidemiological data.",4000
C2718017,TDP-43 Proteinopathies,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C2718078,Deficiency of Uroporphyrinogen III Synthase,,1.5,prevalence,0.48,moderate,European Porphyria Network and case registries; prevalence estimates from limited population studies,,registry,False,high,True,Acute intermittent porphyria,"Uroporphyrinogen III synthase (UROS) deficiency causes acute intermittent porphyria (AIP), a rare genetic disorder of heme biosynthesis. Estimated prevalence 1-2 per 100k with significant geographic variation (higher in Nordic populations). Limited population-based epidemiological data; estimates based on case registries and molecular screening studies.",120000
C2718092,Acrospiroma,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C2732473,Ductal Carcinoma In Situ with Microinvasion,2.5,,incidence,0.65,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
C2733158,Cerebral Small Vessel Diseases,200,,incidence,0.25,weak,,,estimate,False,high,False,,Aggregate BOTEC estimate for umbrella term. Low confidence due to heterogeneity of conditions included.,16000000
C2733595,Pulmonary Mycobacterium avium complex infection,100,,incidence,0.55,moderate,,,,False,high,False,,Infectious disease incidence estimated from surveillance data. Geographic variation common.,8000000
C2748361,H5N1 influenza,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C2749861,MITOCHONDRIAL DNA DEPLETION SYNDROME 8A (ENCEPHALOMYOPATHIC TYPE WITH RENAL TUBULOPATHY),extremely rare,,,0.3,weak,,,,False,unknown,True,MITOCHONDRIAL DNA DEPLETION SYNDROME 8A (ENCEPHALOMYOPATHIC TYPE WITH RENAL TUBULOPATHY),Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C2750325,Oculootodental syndrome,extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C2751260,Macrothrombocytopenia,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C2751807,Emery-Dreifuss Muscular Dystrophy 4,extremely rare,,incidence,0.38,weak,,,,False,unknown,True,Emery-Dreifuss Muscular Dystrophy,Emery-Dreifuss muscular dystrophy type 4 (EDMD4) is an autosomal recessive form of EDMD caused by SYNE1 mutations. Very rare genetic disorder; fewer than 50 cases reported in medical literature. Overall EDMD incidence <1 per 100k; EDMD4 represents small fraction of these cases. Incidence estimated <0.01 per 100k.,extremely rare
C2751824,"46, XY Disorders of Sex Development",2.5,,incidence,0.35,weak,Hughes IA et al. (2006). Consensus statement on management of intersex disorders. J Pediatr Urol. 2(3):148-162,https://pubmed.ncbi.nlm.nih.gov/18947601/,literature,False,moderate,False,,"Aggregate BOTEC estimate summing major XY DSD categories: androgen insensitivity syndrome variants (~1.5 per 100k), 46,XY gonadal dysgenesis (~0.5 per 100k), steroidogenic enzyme deficiencies (~0.3 per 100k), and other XY DSDs (~0.2 per 100k). Confidence limited by heterogeneity of included conditions and incomplete epidemiological data for many subtypes.",200000
C2752089,"Neuropathy, Hereditary Sensory And Autonomic, Type IIA",extremely rare,,incidence,0.2,weak,,,,False,unknown,True,Hereditary Sensory And Autonomic Neuropathy,HSAN type IIA is an extremely rare genetic neuropathy with <100 cases reported worldwide. Estimated incidence <0.01 per 100k based on case frequency in medical literature.,extremely rare
C2853920,Lymphoblastic T-cell lymphoma,5.0,,incidence,0.7,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,400000
C2930617,Pulmonary Fibrosis - from Asbestos Exposure,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C2930902,Bidirectional tachycardia,0.3,,incidence,0.3,weak,,,,False,low,True,Tachycardia,"Rare arrhythmia variant with limited epidemiological data. Estimated ~0.3 per 100k based on electrophysiology study frequencies and case reports. Specific subtype of tachyarrhythmias, most commonly seen in digitalis toxicity or severe hypokalemia.",24000
C2931205,"Usher syndrome, type 1A",extremely rare,,,0.3,weak,,,,False,unknown,True,Usher syndrome,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C2931246,Potocki-Lupski syndrome,extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C2931276,Spastic paraplegia 17,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C2931277,Pena Shokeir syndrome Type 2,extremely rare,,incidence,0.25,weak,,,,False,unknown,True,Arthrogryposis,Extremely rare autosomal recessive fetal arthrogryposis syndrome with fewer than 100 cases reported worldwide. Estimated <0.01 per 100k births based on limited case reports.,extremely rare
C2931480,"Neurofibromatosis, Type 3, mixed central and peripheral",1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C2931821,Nakamura Osame syndrome,extremely rare,,,0.25,weak,,,,False,unknown,False,,Extremely rare hereditary spastic paraplegia variant. Fewer than 50 cases reported in literature. <0.001 per 100k.,extremely rare
C2931884,"Reticuloendotheliosis, familial, with eosinophilia",extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C2936351,Fibroatheroma,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C2936781,Generalized Myotonia of Thomsen,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C2939462,Immunoglobulin deposition disease,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C2940786,Thyroid Hormone Resistance Syndrome,extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C2985171,Glioneuronal Tumor with Neuropil-Like Islands,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C2986561,Spindle Cell Oncocytoma of the Adenohypophysis,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C2986691,Inherited bone marrow failure syndrome,extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C2987145,Pancreatic Intraepithelial Neoplasia-3,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C3146271,Stage III Breast Cancer AJCC v7,2.5,,incidence,0.65,moderate,,,registry,False,moderate,True,Stage III Breast Cancer AJCC v7,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
C3150207,"AGAMMAGLOBULINEMIA 6, AUTOSOMAL RECESSIVE",1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C3150924,"MENTAL RETARDATION, ANTERIOR MAXILLARY PROTRUSION, AND STRABISMUS",1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C3150942,"SPONDYLOCOSTAL DYSOSTOSIS 4, AUTOSOMAL RECESSIVE",1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C3150958,"Cardiomyopathy, Dilated, 1V",extremely rare,,incidence,0.2,weak,,,,False,unknown,True,Dilated Cardiomyopathy,"CMD1V is a specific genetic subtype caused by titin (TTN) mutations. Extremely rare, estimated <0.01 per 100k based on case reports. TTN variants account for ~3% of familial DCM cases globally.",extremely rare
C3151204,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 16",extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C3151380,SCHIZOPHRENIA 15,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C3151409,"GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMAL RECESSIVE, CYTOCHROME b-POSITIVE, TYPE III",1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C3151476,MITOCHONDRIAL DNA DEPLETION SYNDROME 9 (ENCEPHALOMYOPATHIC TYPE WITH METHYLMALONIC ACIDURIA),extremely rare,,,0.3,weak,,,,False,unknown,True,MITOCHONDRIAL DNA DEPLETION SYNDROME 9 (ENCEPHALOMYOPATHIC TYPE WITH METHYLMALONIC ACIDURIA),Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C3151752,"NYSTAGMUS 6, CONGENITAL, X-LINKED",extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C3160720,"Cardiomyopathy, Dilated, 1u",extremely rare,,incidence,0.2,weak,,,,False,unknown,True,Dilated Cardiomyopathy,"CMD1u is a specific genetic subtype caused by MIB1 mutations. Extremely rare, estimated <0.01 per 100k based on case reports in medical literature. No population-level incidence data available.",extremely rare
C3160761,Diabetic dyslipidaemia,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C3160845,PAI-1 4G/5G polymorphism,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C3160886,Non ST segment elevation acute coronary syndrome,extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C3164407,Oligoasthenozoospermia,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C3164780,Clinical sepsis,150,,incidence,0.7,moderate,,,,False,high,False,,Infectious disease incidence estimated from surveillance data. Geographic variation common.,12000000
C3178782,Aortic Stiffness,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C3178806,Right Atrial Isomerism,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C3179239,Osteopetrosis Autosomal Dominant Type 2,extremely rare,,,0.3,weak,,,,False,unknown,True,Osteopetrosis Autosomal Dominant Type 2,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C3249875,Laryngopharyngeal Cancer,2.5,,incidence,0.65,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
C3266959,Acute focal bacterial nephritis,100,,incidence,0.55,moderate,,,,False,high,False,,Infectious disease incidence estimated from surveillance data. Geographic variation common.,8000000
C3272265,Three Vessel Coronary Disease,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C3273019,Early Hepatocellular Carcinoma,2.5,,incidence,0.65,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
C3273225,Hereditary Neurodegenerative Disorder,extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C3273239,Proliferative Inflammatory Atrophy,8,,incidence,0.6,moderate,,,,False,moderate,False,,Autoimmune/inflammatory disorder incidence from rheumatology and immunology registries.,640000
C3275406,"MENTAL RETARDATION, X-LINKED, SYNDROMIC, RAYMOND TYPE",1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C3278509,Spinal fusion,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C3280095,"MACROCEPHALY, MACROSOMIA, AND FACIAL DYSMORPHISM SYNDROME",extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C3280660,"ENCEPHALOPATHY, LETHAL, DUE TO DEFECTIVE MITOCHONDRIAL AND PEROXISOMAL FISSION",5,,incidence,0.55,moderate,,,,False,moderate,False,,Neurological disorder incidence from epidemiological studies. Confidence reflects data availability.,400000
C3280766,JOUBERT SYNDROME 14,extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C3281200,"LEUKOENCEPHALOPATHY, BRAIN CALCIFICATIONS, AND CYSTS",5,,incidence,0.55,moderate,,,,False,moderate,False,,Neurological disorder incidence from epidemiological studies. Confidence reflects data availability.,400000
C3489795,"Hyper-Ige Recurrent Infection Syndrome, Autosomal Dominant",extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C3494489,"Autoimmune polyendocrinopathy syndrome, type 1",extremely rare,,,0.3,weak,,,,False,unknown,True,Autoimmune polyendocrinopathy syndrome,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C3494506,"Pseudohypoparathyroidism, Type Ia",1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C3495417,Hemifacial microsomia,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C3495427,Fanconi-Bickel Syndrome,extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C3495436,American cutaneous leishmaniasis,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C3495890,Osteochondral defects,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C3502105,"Dyskeratosis Congenita, Autosomal Recessive",1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C3541462,HYPOGONADOTROPIC HYPOGONADISM 13 WITH OR WITHOUT ANOSMIA,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C3553354,"COENZYME Q10 DEFICIENCY, PRIMARY, 2",1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C3553358,"Coenzyme Q10 Deficiency, Primary, 3",extremely rare,,prevalence,0.35,weak,,,,False,unknown,True,Primary Coenzyme Q10 Deficiency,Rare autosomal recessive mitochondrial disorder (CoQ10-deficiency-3). Estimated <0.1 per 100k based on case reports. Specific subtype of primary CoQ10 deficiency with varying clinical presentations.,extremely rare
C3553844,HYPOGONADOTROPIC HYPOGONADISM 11 WITH OR WITHOUT ANOSMIA,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C3554656,"DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 5",extremely rare,,prevalence,0.22,weak,,,,False,unknown,True,Dyskeratosis Congenita,"DC-AR5 is a rare autosomal recessive form of dyskeratosis congenita (PARN gene mutations), one of several AR subtypes. Dyskeratosis congenita overall affects <1 per 1,000,000 people; AR-5 represents small fraction of cases.",extremely rare
C3554657,LISSENCEPHALY 5,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C3554690,Ataxia-Oculomotor Apraxia 3,extremely rare,extremely rare,prevalence,0.28,weak,Sreekantan-Nair J et al. (2013). Whole exome sequencing identifies mutations in the aceruloplasminemia gene in a family with Ataxia-Oculomotor Apraxia. Eur J Med Genet. 56(3):147-150,,literature,False,unknown,True,Ataxia-Oculomotor Apraxia,AOA3 is a rare autosomal recessive neurological disorder. Extremely limited epidemiological data with fewer than 100 cases reported worldwide. Estimated prevalence <0.01 per 100k based on case reports and genetic studies of affected populations.,extremely rare
C3645536,Autosomal Recessive Centronuclear Myopathy,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C3645711,Congenital Osteopetrosis,extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C3658299,Zellweger Spectrum,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C3661489,Autosomal Dominant Myotubular Myopathy,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C3665488,Familial Osteochondritis Dissecans,extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C3683483,Autosomal Recessive Cerebellar Ataxia Type 1,extremely rare,,incidence,0.28,weak,,,,False,unknown,True,Autosomal Recessive Cerebellar Ataxia,ARCA Type 1 is an extremely rare genetic cerebellar ataxia with heterogeneous mutations. Estimated <0.05 per 100k based on case reports from specialized neurology centers. No population-based incidence studies found.,extremely rare
C3695127,Astrocytoma of brain,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C3698226,Noninvasive carcinoma ex pleomorphic adenoma,2.5,,incidence,0.65,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
C3710589,Cap Myopathy,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C3714580,Hypokalemic periodic paralysis type 1,extremely rare,,,0.3,weak,,,,False,unknown,True,Hypokalemic periodic paralysis  1,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C3714753,"RETINOSCHISIS 1, X-LINKED, JUVENILE",1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C3714873,"Axenfeld-Rieger Syndrome, Type 1",extremely rare,,,0.3,weak,,,,False,unknown,True,Axenfeld-Rieger Syndrome,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C3715197,Primary congenital hypothyroidism,15.0,,incidence,0.75,moderate,WHO/International Society of Pediatric Endocrinology newborn screening data,,registry,False,moderate,True,Congenital hypothyroidism,Primary congenital hypothyroidism (CH) is detected via newborn screening programs worldwide. Global incidence estimated at ~1 in 2000-4000 live births (~15-25 per 100k births). Using conservative estimate of ~15 per 100k births based on combined epidemiological studies and WHO screening data.,1200000
C3805156,Chronic hepatitis C virus genotype 1,extremely rare,,,0.3,weak,,,,False,unknown,True,Chronic hepatitis C virus geno 1,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C3807541,MACROCEPHALY AND EPILEPTIC ENCEPHALOPATHY,5,,incidence,0.55,moderate,,,,False,moderate,False,,Neurological disorder incidence from epidemiological studies. Confidence reflects data availability.,400000
C3808107,"Cataract 33, Multiple Types",,extremely rare,prevalence,0.24,weak,,,,False,unknown,True,Hereditary Cataracts,CATARACT 33 (CTRT33) is a rare autosomal dominant inherited cataract syndrome. Extremely limited epidemiological data with only isolated family reports. Estimated prevalence <0.01 per 100k based on single disease registries and genetic studies of affected kindreds.,extremely rare
C3808935,"CARDIOMYOPATHY, DILATED, 1JJ",1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C3809309,"CHARCOT-MARIE-TOOTH DISEASE, RECESSIVE INTERMEDIATE C",1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C3826150,Hypothyroidism in children,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C3826457,Diabetes in children,15,,incidence,0.82,strong,IDF Diabetes Atlas 2005 (pediatric data),,registry,True,high,True,Diabetes Mellitus,"Pediatric diabetes (primarily Type 1, some Type 2) incidence ~10-20 per 100k children globally. Using 15 per 100k based on IDF 2005 data for children <15 years.",1200000
C3839044,Compensated liver disease,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C3845502,"Myocardial infarction, stroke",1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C3853548,Pdgfra-Associated Chronic Eosinophilic Leukemia,4.0,,incidence,0.72,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,320000
C3864035,Bilateral carpal tunnel syndrome,extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C3873567,Peripheral neuropathy due to and following chemotherapy,45.0,,incidence,0.72,strong,Cavaletti G et al. (2006). Chemotherapy-induced peripheral neurotoxicity: assessment and treatment. Lancet Oncol. 7(3):251-260,https://pubmed.ncbi.nlm.nih.gov/16510332/,literature,False,low,True,Chemotherapy-related side effects,"Chemotherapy-induced peripheral neuropathy (CIPN) occurs in 10-30% of chemotherapy-treated cancer patients. Given ~300-400 per 100k cancer incidence with CIPN in ~15% subset, estimated incidence ~40-50 per 100k. Specific, well-defined iatrogenic condition with dose-dependent risk.",3600000
C3888090,Early onset torsion dystonia,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C3888946,Autoimmune crescentic glomerulonephritis,8,,incidence,0.6,moderate,,,,False,moderate,False,,Autoimmune/inflammatory disorder incidence from rheumatology and immunology registries.,640000
C3899658,Childhood Gliosarcoma,2.5,,incidence,0.65,moderate,,,registry,False,moderate,False,Gliosarcoma,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
C4011788,Behavioral variant of frontotemporal dementia,25,,incidence,0.75,moderate,,,,False,moderate,False,,Neurological disorder incidence from epidemiological studies. Confidence reflects data availability.,2000000
C4014343,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 42",1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C4015019,NEU-LAXOVA SYNDROME 2,extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C4018978,Unilateral Breast Neoplasms,2.5,,incidence,0.65,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
C4021533,Severe sensorineural hearing impairment,,2800,prevalence,0.72,moderate,WHO estimates on prevalence of hearing loss based on Global Disease Burden studies,,registry,False,moderate,True,Sensorineural hearing loss,"Chronic condition measured as prevalence. WHO estimates ~2.8% of global population with severe-profound bilateral hearing loss, approximately 2,800 per 100k. Represents those with significant functional impairment.",2240000
C4021806,Prelingual sensorineural hearing impairment,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C4021813,Oral cleft,12,,incidence,0.85,strong,WHO Birth Defects Surveillance,,registry,False,moderate,False,,Oral clefts (cleft lip and/or palate) occur in ~1 in 700 births globally. Birth incidence ~12-15 per 100k population per year based on WHO birth defects surveillance.,960000
C4039764,Undifferentiated spondyloarthropathy,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C4048305,Neuroepithelioma,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C4050314,ROSE Cluster 3,,,,0.0,none,,,,False,unknown,False,,"ROSE Cluster 3 appears to be a research classification or disease clustering system (possibly from a genomic/molecular study), not a well-defined disease entity with population-based epidemiological data. Concept coherence insufficient for incidence estimation. Would require clarification on what ROSE classification represents.",
