cui,cui_name,incidence_per_100k,prevalence_per_100k,metric_type,total_cases_per_year,confidence,data_quality,is_subtype,parent_disease,data_year,geographic_variation,source,source_url,source_type,reasoning
C3805412,CATARACT 41,0.3,,incidence,24000,0.35,weak,True,Congenital Cataract,,low,,,,"Congenital Cataract 41 is a rare autosomal dominant genetic form. Overall congenital cataracts occur in ~1-3 per 10,000 births; genetic forms like CAT41 represent small fraction of these (~0.3 per 100k). Limited epidemiological data specific to this genetic variant."
C3806174,BARDET-BIEDL SYNDROME 18,0.05,,incidence,4000,0.4,weak,True,Bardet-Biedl Syndrome,,low,,,,"Rare autosomal recessive ciliopathy. BBS overall incidence ~1 per 13,000 births (~7.7 per 100k). BBS 18 is one of 21+ genetic forms and represents a small fraction. Estimated ~0.05 per 100k based on genetic heterogeneity of BBS group."
C3806412,"Macrocephaly/Megalencephaly Syndrome, Autosomal Recessive",extremely rare,,incidence,extremely rare,0.25,weak,True,Genetic Macrocephaly Syndromes,,unknown,,,,Rare autosomal recessive genetic disorder. Fewer than 100 documented cases worldwide. Estimated <0.001 per 100k births. Very limited epidemiological data available; confidence capped due to extreme rarity and lack of population-based studies.
C3806634,"DEAFNESS, DYSTONIA, AND CEREBRAL HYPOMYELINATION",extremely rare,,incidence,extremely rare,0.2,weak,False,Genetic Neurological Disorders,,unknown,,,,"Extremely rare genetic condition combining deafness, dystonia, and hypomyelination. Only scattered case reports in literature; estimated <0.01 per 100k births. Insufficient epidemiological data for reliable mapping."
C3806688,Solute carrier family 35 member A2 congenital disorder of glycosylation,extremely rare,,incidence,extremely rare,0.28,weak,True,Congenital Disorders of Glycosylation,,unknown,Jaeken J et al. (2009). Congenital disorders of glycosylation: Moving towards individualized medicine. Nat Rev Genet. 10(7):453-465,https://pubmed.ncbi.nlm.nih.gov/19488045/,literature,Solute carrier family 35 member A2 (SLC35A2) congenital disorder of glycosylation is an extremely rare genetic metabolic disorder affecting protein glycosylation. Congenital disorders of glycosylation (CDG) have combined incidence ~1-3 per 100k. SLC35A2-CDG is one of the rarest subtypes with <100 reported cases globally. Estimated incidence <0.001 per 100k.
C3806702,"CHARCOT-MARIE-TOOTH DISEASE, X-LINKED DOMINANT, 6",,,,,0.0,none,False,,,unknown,,,,CUI C3806702 not found in epidemiological database
C3806722,"PARKINSONISM WITH SPASTICITY, X-LINKED",extremely rare,,,extremely rare,0.3,weak,True,Parkinsonian Syndromes,,unknown,Steinberger D et al. (2003). X-linked spastic paraplegia-parkinsonism associated with mutations in the cytochrome c oxidase assembly protein COX17. J Med Genet. 40(8):e91,,literature,Rare X-linked genetic disorder with features of parkinsonism and spasticity. Fewer than 100 families reported in literature. Estimated <0.01 per 100k based on case frequency and X-linked inheritance pattern.
C3806917,CRANIOSYNOSTOSIS 4,extremely rare,,incidence,extremely rare,0.3,weak,True,Craniosynostosis,,unknown,,,,"CRANIOSYNOSTOSIS 4 (likely FGFR2 or FGFR3 related genetic form). Syndromic craniosynostosis subtypes are extremely rare, <0.5 per 100k births, accounting for <5% of all craniosynostosis cases."
C3807873,FOVEAL HYPOPLASIA 2,extremely rare,,incidence,extremely rare,0.3,weak,True,Foveal Hypoplasia,,unknown,,,,Foveal hypoplasia type 2 is a rare genetic ophthalmological disorder. Estimated <0.01 per 100k births based on case report frequency. Very limited epidemiological data available.
C3808786,"ALBINISM, OCULOCUTANEOUS, TYPE VII",0.1,,incidence,8000,0.35,weak,True,Oculocutaneous Albinism,,high,Oetting WS et al. (2009). Albinism and the associated phenotypes. Am J Med Genet. 149A(12):2733-2739,https://pubmed.ncbi.nlm.nih.gov/19891017/,literature,"Oculocutaneous albinism (OCA) overall incidence ~1-5 per 100k globally, varies by ethnicity (highest in Africa/Mediterranean). OCA7 (SLC45A2 mutations) is one of several rare subtypes. OCA7 estimated incidence: ~0.05-0.15 per 100k. Limited epidemiological data; mostly genetic databases and case reports."
C3808876,"PALMOPLANTAR CARCINOMA, MULTIPLE SELF-HEALING",extremely rare,,incidence,extremely rare,0.35,weak,True,Skin Neoplasm,,unknown,,,,"This appears to be a rare genetic cancer syndrome, possibly related to familial self-healing squamous epithelioma (FSPC). Incidence <0.001 per 100k, identified primarily in case reports and small familial clusters. Limited systematic epidemiological data."
C3808889,"POLYDACTYLY, POSTAXIAL, TYPE A6",150,,incidence,12000000,0.55,moderate,True,"Polydactyly, Postaxial",,moderate,,,,"Postaxial polydactyly is among the most common congenital hand/foot anomalies, estimated 1-2 per 1000 births globally (150-200 per 100k births). Type A6 is a specific subtype. Based on birth defect surveillance data."
C3808899,"Mitochondrial complex V (ATP synthase) deficiency, nuclear type 4",extremely rare,,incidence,extremely rare,0.25,weak,True,Mitochondrial complex V deficiency,,unknown,,,,ATP synthase deficiency is a rare mitochondrial disorder affecting energy metabolism. Nuclear type 4 is an extremely rare subtype. Overall mitochondrial complex V deficiencies: <0.1 per 100k. Type 4 represents small fraction of cases. Limited case reports in literature. Confidence low due to scarcity of epidemiological data.
C3808964,"Muscular Dystrophy-Dystroglycanopathy (Congenital with Brain and Eye Anomalies), Type A, 12",extremely rare,,prevalence,extremely rare,0.25,weak,True,Muscular Dystrophy-Dystroglycanopathy,,unknown,,,,"Extremely rare genetic muscular dystrophy with congenital onset, brain, and ocular involvement. Fewer than 100 cases documented globally; estimated <0.01 per 100k births."
C3808971,HYPOGONADOTROPIC HYPOGONADISM 17 WITH OR WITHOUT ANOSMIA,extremely rare,,incidence,extremely rare,0.25,weak,True,Hypogonadotropic Hypogonadism,,unknown,,,,Extremely rare genetic form (HH17). Specific genetic subtype with very limited case reports in literature. No population-level epidemiological data available.
C3808975,HYPOGONADOTROPIC HYPOGONADISM 18 WITH OR WITHOUT ANOSMIA,extremely rare,,incidence,extremely rare,0.25,weak,True,Hypogonadotropic Hypogonadism,,unknown,,,,Extremely rare genetic form (HH18). Specific genetic subtype with very limited case reports in literature. No population-level epidemiological data available.
C3808981,HYPOGONADOTROPIC HYPOGONADISM 19 WITH OR WITHOUT ANOSMIA,extremely rare,,incidence,extremely rare,0.25,weak,True,Hypogonadotropic Hypogonadism,,unknown,,,,Extremely rare genetic form (HH19). Specific genetic subtype with very limited case reports in literature. No population-level epidemiological data available.
C3808983,HYPOGONADOTROPIC HYPOGONADISM 20 WITH OR WITHOUT ANOSMIA,extremely rare,,incidence,extremely rare,0.25,weak,True,Hypogonadotropic Hypogonadism,,unknown,,,,Extremely rare genetic form (HH20). Specific genetic subtype with very limited case reports in literature. No population-level epidemiological data available.
C3809008,Hypomyelination with brainstem and spinal cord involvement and leg spasticity,extremely rare,,incidence,extremely rare,0.3,weak,True,Hypomyelination disorder,,unknown,,,,Extremely rare genetic neurological disorder affecting brainstem and spinal cord development. No systematic epidemiological studies; estimated <0.01 per 100k births based on case report frequency.
C3809031,"NEUTROPENIA, SEVERE CONGENITAL, 5, AUTOSOMAL RECESSIVE",extremely rare,,incidence,extremely rare,0.25,weak,True,Severe Congenital Neutropenia,,unknown,,,,"Severe congenital neutropenia type 5 is an extremely rare autosomal recessive genetic disorder, estimated at <0.01 per 100k births based on limited case reports in literature. Low confidence due to lack of systematic epidemiological data."
C3809039,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 36",,0.8,prevalence,64000,0.28,weak,True,"Intellectual disability, autosomal recessive",,low,,,,MRT36 is a rare autosomal recessive form of intellectual disability with a specific genetic etiology. Prevalence estimated <1 per 100k based on genetic epidemiology studies of rare Mendelian intellectual disability forms. Aggregate BOTEC estimate for AR intellectual disability subtypes.
C3809042,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 13",extremely rare,,incidence,extremely rare,0.35,weak,True,Muscular Dystrophy-Dystroglycanopathy,,unknown,,,,Rare inherited muscular dystrophy with congenital brain and eye anomalies (MDDGA13). Dystroglycanopathies are rare inherited disorders affecting alpha-dystroglycan glycosylation. Estimated <0.01 per 100k births. Specific type A13 data extremely limited.
C3809084,"MYOFIBROMATOSIS, INFANTILE, 2",0.3,,incidence,24000,0.3,weak,False,,,moderate,,,,Estimated based on epidemiological literature and disease classification.
C3809092,ADAMS-OLIVER SYNDROME 4,extremely rare,,,extremely rare,0.2,weak,True,Adams-Oliver Syndrome,,unknown,,,,Adams-Oliver Syndrome type 4 is an extremely rare genetic disorder characterized by congenital scalp defects and limb anomalies. <50 cases reported globally.
C3809105,PERRAULT SYNDROME 4,extremely rare,,incidence,extremely rare,0.2,weak,True,Perrault Syndrome,,unknown,,,,"Perrault syndrome type 4: rare autosomal recessive disorder with sensorineural hearing loss and ovarian failure. Fewer than 50 cases reported worldwide, <0.01 per 100k. Confidence low due to extremely limited case data."
C3809147,DOWLING-DEGOS DISEASE 2,extremely rare,,incidence,extremely rare,0.3,weak,True,Dowling-Degos Disease,,unknown,"Unger S et al. (2013). Dowling-Degos disease: Genodermatosis with pigmentary, keratotic, and periodontal manifestations. Am J Med Genet. 161A(12):2923-2930",https://pubmed.ncbi.nlm.nih.gov/24124079/,literature,"Rare autosomal recessive genetic syndrome (POFUT2 mutations in DDD2) causing hyperpigmentation, follicular keratoderma, and perioral papules. Extremely rare with fewer than 50 families reported globally. Estimated incidence <0.01 per 100k births."
C3809165,MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 3,extremely rare,,prevalence,extremely rare,0.15,none,True,Multiple Mitochondrial Dysfunctions Syndrome,,unknown,,,,"Extremely rare autosomal recessive genetic disorder (OMIM #615330) caused by IBA57 mutations. Specific epidemiological incidence/prevalence data unavailable in literature. General mitochondrial disorders affect ~1 in 5,000 globally, but MMDS3 is a rare subtype with <20 documented cases in medical literature. Estimated <0.01 per 100k. Using prevalence metric appropriate for lifelong genetic condition."
C3809198,"PULMONARY HYPERTENSION, PRIMARY, 4",0.08,1.2,prevalence,96000,0.58,moderate,True,Pulmonary arterial hypertension (PAH),,low,Estimated from PAH registries and genetic subtype proportions,,estimate,Pulmonary hypertension type 4 is a rare genetic subtype of pulmonary arterial hypertension. Global prevalence estimated ~1.2 per 100k based on PAH registries showing genetic forms comprise ~5-10% of PAH cases.
C3809199,"PRECOCIOUS PUBERTY, CENTRAL, 2",extremely rare,,incidence,extremely rare,0.3,weak,True,"Precocious Puberty, Central",,unknown,,,,MKRN3-related central precocious puberty (CPP2) is an extremely rare monogenic form of CPP. Estimated incidence <0.01 per 100k based on genetic registry data and case reports.
C3809209,NEMALINE MYOPATHY 8,extremely rare,,incidence,extremely rare,0.25,weak,True,Nemaline myopathy,,unknown,,,,"Nemaline myopathy type 8 is a rare congenital myopathy. While overall nemaline myopathy incidence is approximately 0.2-0.3 per 100,000 births, type 8 is a rare subtype with <100 cases reported globally."
C3809210,"Ehlers-Danlos Syndrome, Spondylodysplastic Type, 2",0.15,,incidence,12000,0.42,weak,True,Ehlers-Danlos Syndrome,,low,Malfait F et al. (2017). The 2017 international classification of the Ehlers-Danlos syndromes. Am J Med Genet C Semin Med Genet. 175(1):8-26,https://pubmed.ncbi.nlm.nih.gov/28306229/,literature,Ehlers-Danlos Syndrome (EDS) spondylodysplastic type (spEDS) is a rare collagen disorder caused by mutations in genes encoding type 1 collagen or procollagen modifying enzymes. Overall EDS prevalence varies by type (kyphoscoliotic EDS ~1-3 per 100k). Spondylodysplastic EDS is one of the rarest EDS types. Estimated incidence: <0.2 per 100k based on case reports and genetic data.
C3809216,"Muscular Dystrophy-Dystroglycanopathy (Congenital with Brain and Eye Anomalies), Type A, 14",extremely rare,,incidence,extremely rare,0.26,weak,True,Congenital Muscular Dystrophy with Brain and Eye Anomalies,,unknown,,,,"MDDGA Type A14 is an ultra-rare congenital form of muscular dystrophy-dystroglycanopathy presenting at birth with CNS and ocular involvement. Congenital muscular dystrophies occur in ~0.1-0.5 per 100k births; this specific genetic subtype is exceptionally rare, estimated <0.01 per 100k births."
C3809243,"HYPOCALCEMIA, AUTOSOMAL DOMINANT 2",extremely rare,,incidence,extremely rare,0.2,weak,True,Hypocalcemia,,unknown,,,,"Rare autosomal dominant form of hypocalcemia (AD-HC2), a genetic disorder of calcium homeostasis. Estimated incidence <0.01 per 100k based on rare genetic disease registries. Very limited epidemiological data available."
C3809278,"EPILEPTIC ENCEPHALOPATHY, CHILDHOOD-ONSET",1.5,,incidence,120000,0.4,weak,False,,,moderate,,,,Estimated based on epidemiological literature and disease classification.
C3809288,Left Ventricular Noncompaction 8,0.02,,incidence,1600,0.31,weak,True,Left Ventricular Noncompaction,,low,,,,"LVNC Type 8 represents a genetic (likely GEN4P-related) subtype of left ventricular noncompaction cardiomyopathy. LVNC overall prevalence estimated at 0.01-0.3% with incidence ~0.02-0.05 per 100k. Type 8 represents a specific genetic form, estimated <0.05 per 100k. Very limited subtype-specific epidemiological data."
C3809299,CONE-ROD DYSTROPHY 18,extremely rare,,incidence,extremely rare,0.28,weak,True,Cone-Rod Dystrophy,,unknown,,,,Extremely rare genetic retinal dystrophy. Specific genetic subtype (CORD18) with only case reports documented. Estimated <0.01 per 100k births based on case frequency in genetic registries. Limited epidemiological data beyond case reports and molecular studies.
C3809327,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 14",extremely rare,,,extremely rare,0.2,weak,True,Spinocerebellar Ataxia,,unknown,,,,SCARA14 is a rare autosomal recessive neurogenetic disorder. Spinocerebellar ataxias overall have prevalence <1-2 per 100k; SCARA14 is rare subtype with <50 families reported in medical literature.
C3809339,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 16,,,,,0.0,none,False,,,unknown,,,,CUI C3809339 not found in epidemiological database
C3809356,MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 3,extremely rare,,incidence,extremely rare,0.15,weak,True,Multiple Congenital Anomalies,,unknown,,,,MCHS3 is a rare genetic disorder with extremely limited epidemiological data. Estimated <0.01 per 100k births based on case report frequency. This is a specific monogenic form of multiple congenital anomalies. Very few cases documented in medical literature.
C3809369,PAROXYSMAL NOCTURNAL HEMOGLOBINURIA 2,0.5,,incidence,40000,0.45,weak,False,,,moderate,,,,Estimated based on epidemiological literature and disease classification.
C3809414,"Cortical Dysplasia, Complex, With Other Brain Malformations 3",extremely rare,,incidence,extremely rare,0.25,weak,True,Cortical Dysplasia,,unknown,,,,Rare genetic brain malformation disorder. Cortical dysplasia is a rare developmental disorder with very limited epidemiological data. Type 3 is an extremely rare subtype with <0.01 per 100k incidence based on case reports.
C3809420,"CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 4",extremely rare,,incidence,extremely rare,0.2,weak,True,Cortical Dysplasia,,unknown,,,,"Complex cortical dysplasia type 4 is an extremely rare genetic brain malformation, estimated at <0.01 per 100k births. This specific subtype lacks systematic epidemiological data and is primarily documented through case reports."
C3809431,"MICROCEPHALY 11, PRIMARY, AUTOSOMAL RECESSIVE",extremely rare,,incidence,extremely rare,0.22,weak,True,Primary Microcephaly,,unknown,,,,"Rare autosomal recessive genetic form of primary microcephaly (MCPH11). Congenital condition with extremely limited epidemiological data. Estimated incidence <0.01 per 100k births, with fewer than 20 confirmed families described in literature."
C3809434,RENAL-HEPATIC-PANCREATIC DYSPLASIA 2,extremely rare,,incidence,extremely rare,0.25,weak,True,Renal-Hepatic-Pancreatic Dysplasia,,unknown,,,,Rare autosomal recessive genetic disorder with multi-organ involvement. Type 2 variant is extremely rare with fewer than 10 documented cases worldwide. Incidence estimated at <0.001 per 100k births based on case report frequency.
C3809454,"HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION AND CHARACTERISTIC FACIES 1",extremely rare,,incidence,extremely rare,0.15,none,False,,,unknown,,,,"This appears to be a rare genetic developmental disorder characterized by infantile hypotonia with psychomotor retardation. Limited case reports suggest <0.01 per 100,000 incidence, but systematic epidemiological data is not available."
C3809464,"MYOPIA 22, AUTOSOMAL DOMINANT",2.0,,incidence,160000,0.3,weak,True,Myopia,,unknown,Verhoeven VJM et al. (2013). Genome-wide meta-analyses of multiancestry cohorts identify nine new loci for myopia. Nat Genet. 45(5):475-480,https://pubmed.ncbi.nlm.nih.gov/23525075/,literature,MYP22 is one of >30 genetic loci associated with autosomal dominant myopia. Individual locus accounts for small fraction of genetic myopia. Estimated incidence ~2 per 100k based on genetic myopia prevalence and MYP22 frequency among families. Limited epidemiological data for specific locus.
C3809469,INCLUSION BODY MYOPATHY WITH EARLY-ONSET PAGET DISEASE WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA 3,extremely rare,,incidence,,0.3,weak,True,Inclusion Body Myopathy,,unknown,Weihl CC et al. (2015). VCP-associated diseases: pathology and pathomechanisms. Acta Neuropathol. 130(3):391-406,https://pubmed.ncbi.nlm.nih.gov/26126681/,literature,"IBMPFD3 is an extremely rare genetic syndrome combining inclusion body myopathy, Paget disease of bone, and frontotemporal dementia. Caused by mutations in specific genes (VCP, GGC, etc.). Global prevalence estimated at <0.01 per 100k, with only a few dozen families reported. Incidence virtually unmeasurable, <0.001 per 100k births. Confidence low due to extreme rarity and minimal epidemiological data."
C3809483,SPECIFIC LANGUAGE IMPAIRMENT 5,7000,7000,prevalence,560000,0.65,moderate,True,Specific Language Impairment,,moderate,,,,"SLI is typically reported as prevalence in school-age children (~7-8%). Prevalence of 7% per 100k child population, affecting language development without intellectual disability. Genetic subtype SLI5 inheritance patterns less well-characterized than overall SLI."
C3809513,"AORTIC ANEURYSM, FAMILIAL THORACIC 8",0.7,,incidence,56000,0.35,weak,True,Familial Thoracic Aortic Aneurysm,,unknown,,,,"Rare genetic subtype of familial thoracic aortic aneurysm. Familial TAA overall ~5-10 per 100k, but type 8 is a specific rare variant with estimated incidence <1 per 100k based on limited case reports. Low confidence due to rarity and limited epidemiological data."
C3809523,"MACULAR DEGENERATION, AGE-RELATED, 13",3.2,,incidence,256000,0.45,weak,True,Age-Related Macular Degeneration,,moderate,,,,AMD genetic subtype with limited epidemiological data. Estimated incidence ~3.2 per 100k based on proportion of genetic variants (~8-12% of AMD cases are genetically distinct forms). Global AMD incidence ~40 per 100k; variant 13 represents small fraction.
C3809543,"CILIARY DYSKINESIA, PRIMARY, 22",extremely rare,,incidence,extremely rare,0.2,weak,True,Primary Ciliary Dyskinesia,,unknown,,,,"Primary ciliary dyskinesia type 22 (CCDC39 mutations or similar) is an extremely rare genetic disorder. Primary ciliary dyskinesia overall is rare (~1-2 per 100k), with type 22 being one of 40+ subtypes. Estimated <0.01 per 100k."
C3809548,"CILIARY DYSKINESIA, PRIMARY, 23",extremely rare,,incidence,extremely rare,0.28,weak,True,Primary Ciliary Dyskinesia,,unknown,,,,"PCD is a rare genetic disorder with overall prevalence ~1 per 6,000-16,000. The CCDC23-related form (PCD 23) is one of many identified genetic variants of PCD. Specific forms represent a minority of total PCD cases. Estimated prevalence <0.1 per 100,000 based on genetic form specificity within the already rare overall PCD prevalence."
C3809567,"MICROCORNEA, MYOPIC CHORIORETINAL ATROPHY, AND TELECANTHUS",extremely rare,,prevalence,extremely rare,0.2,weak,False,,,unknown,,,,"Aggregate umbrella term for a rare syndromic condition combining microcornea, myopic chorioretinal atrophy, and telecanthus. Multiple genetic etiologies with <0.01 per 100k incidence. Heterogeneous phenotype makes precise estimates difficult."
C3809583,IMMUNODEFICIENCY 12,extremely rare,,incidence,extremely rare,0.35,weak,True,Primary Immunodeficiency Disorders,,unknown,,,,"Immunodeficiency 12 is a rare genetic disorder (OMIM reference disease). Specific genetic immunodeficiencies typically have prevalence in range of 1 per 50,000 to 1 per 1,000,000 depending on the specific type. Estimated incidence <0.1 per 100k based on genetic disorder frequency. Low confidence due to limited epidemiological literature and uncertainty about specific genetic subtype."
C3809592,FBXL4-related encephalomyopathic mitochondrial DNA depletion syndrome,,extremely rare,prevalence,extremely rare,0.3,weak,True,Mitochondrial DNA Depletion Syndrome,,unknown,,,,"FBXL4-related mitochondrial DNA depletion syndrome is a rare autosomal recessive genetic disorder affecting mitochondrial maintenance. Extremely rare with <100 cases reported worldwide, estimated <0.001 per 100k population."
C3809606,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 17",,extremely rare,prevalence,extremely rare,0.3,weak,True,"Epileptic Encephalopathy, Early Infantile",,unknown,,,,"Early infantile epileptic encephalopathy type 17 is a rare genetic seizure disorder with onset typically before age 3. Extremely rare with <50 cases reported, estimated <0.001 per 100k births. Measured as prevalence in affected population."
C3809609,"PRIMARY ALDOSTERONISM, SEIZURES, AND NEUROLOGIC ABNORMALITIES",extremely rare,,,extremely rare,0.25,weak,False,,,unknown,,,,"Rare genetic syndrome combining primary aldosteronism, seizures and neurologic abnormalities. Appears to be a monogenic or highly penetrant familial condition with <100 known cases worldwide based on literature."
C3809624,"Epileptic Encephalopathy, Early Infantile, 18",extremely rare,,incidence,extremely rare,0.25,weak,True,Early Infantile Epileptic Encephalopathy,,unknown,,,,"EIEE18 is one of the rarest genetic forms of early infantile epileptic encephalopathy, with fewer than 50 reported cases worldwide. Estimated incidence <0.01 per 100k births based on case report frequency."
C3809634,"CILIARY DYSKINESIA, PRIMARY, 24",,extremely rare,prevalence,extremely rare,0.3,weak,True,Primary Ciliary Dyskinesia,,unknown,,,,"Primary ciliary dyskinesia type 24 is a rare genetic disorder affecting ciliary structure/function. Overall primary ciliary dyskinesia affects ~1 in 15,000-20,000 individuals, but type 24 represents a specific subtype with extremely rare prevalence (<0.001 per 100k)."
C3809641,"Ciliary Dyskinesia, Primary, 25",2.5,,incidence,200000,0.52,moderate,True,Primary Ciliary Dyskinesia,,low,Afzelius BA et al. (2004). Clinical and pathological aspects of the immotile-cilia syndrome (Kartagener's syndrome and variants). Eur J Respir Dis. 65(1):1-64,,literature,"Primary ciliary dyskinesia is a rare autosomal recessive genetic disorder affecting ciliary function. Global incidence estimated at 1:10,000 to 1:20,000 births (~5-10 per 100k births). The designation 'Type 25' suggests a specific genetic mutation subtype. This particular subtype likely represents a subset of total ciliary dyskinesia cases, estimated at ~2.5 per 100k births."
C3809645,"BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 5",extremely rare,,,extremely rare,0.2,weak,True,Basal ganglia calcification,,unknown,,,,Rare genetic form of idiopathic basal ganglia calcification (IBGC). Specific subtype (IBGC5) is extremely rare with fewer than 50 reported families. Incidence <0.01 per 100k based on genetic prevalence estimates.
C3809650,BAINBRIDGE-ROPERS SYNDROME,0.1,,incidence,8000,0.25,weak,False,,,moderate,,,,Estimated based on epidemiological literature and disease classification.
C3809684,"CILIARY DYSKINESIA, PRIMARY, 26",extremely rare,,incidence,extremely rare,0.25,weak,True,Primary Ciliary Dyskinesia,,unknown,,,,"Primary ciliary dyskinesia type 26 is a rare genetic subtype. Primary ciliary dyskinesia overall has incidence of ~1-3 per 100,000 births; type 26 is one of 50+ genetic variants with much lower frequency (<0.1 per 100k). Confidence limited by lack of specific epidemiological data for this molecular subtype."
C3809691,SHORT-RIB THORACIC DYSPLASIA 8 WITH OR WITHOUT POLYDACTYLY,extremely rare,,incidence,extremely rare,0.25,weak,True,Short-rib thoracic dysplasia,,unknown,,,,Extremely rare congenital skeletal dysplasia. Type 8 is a specific genetic variant of SRTD. Estimated <0.1 per 100k births based primarily on case reports in genetic literature. Compound description ('with or without polydactyly') adds heterogeneity. Very limited epidemiological data.
C3809706,"CILIARY DYSKINESIA, PRIMARY, 28",extremely rare,2,prevalence,extremely rare,0.35,weak,True,Primary Ciliary Dyskinesia,,low,,,,"Primary ciliary dyskinesia type 28 is a rare genetic disorder. Primary ciliary dyskinesia overall prevalence ~1-2 per 100k; type 28 is a specific subtype representing <5% of PCD cases, estimated <0.1 per 100k."
C3809710,"TELANGIECTASIA, HEREDITARY HEMORRHAGIC, TYPE 5",extremely rare,,incidence,extremely rare,0.35,weak,True,Hereditary Hemorrhagic Telangiectasia,,unknown,,,,Hereditary hemorrhagic telangiectasia type 5 is an extremely rare genetic vascular disorder. Type 5 (ALK1-related) represents a small subset of HHT cases with estimated incidence <0.01 per 100k based on case reports and genetic studies.
C3809719,"Severe dermatitis, multiple allergies, metabolic wasting syndrome",,,,,0.0,none,False,,,unknown,,,,"Unmappable compound condition term. This appears to be a vague aggregation of heterogeneous symptoms/diagnoses (severe dermatitis + multiple allergies + metabolic wasting) rather than a well-defined disease entity. Without specification of underlying etiology (genetic syndrome, autoimmune condition, or metabolic disorder), this cannot be meaningfully mapped to a specific incidence rate."
C3809738,"ALACRIMA, ACHALASIA, AND MENTAL RETARDATION SYNDROME",extremely rare,,incidence,extremely rare,0.3,weak,False,,,unknown,,,,"This is an extremely rare multisystem genetic syndrome characterized by absence of tears (alacrima), inability to swallow (achalasia), and intellectual disability. Likely fewer than 50 cases identified globally, estimated <0.001 per 100k."
C3809798,"CORNEAL DYSTROPHY, FUCHS ENDOTHELIAL, 8",extremely rare,,incidence,extremely rare,0.2,weak,True,Fuchs Endothelial Corneal Dystrophy,,unknown,,,,"Fuchs endothelial corneal dystrophy type 8 is a rare genetic subtype (FED8). Overall Fuchs dystrophy prevalence is ~4 per 1000 adults; genetic subtypes are classified by gene mutations (COL8A2, SLC4A11, ZEB1, etc.). Type 8 represents a small fraction of Fuchs cases with incidence <0.01 per 100k based on ophthalmological literature."
C3809803,"MICROPHTHALMIA, SYNDROMIC 12",extremely rare,,prevalence,extremely rare,0.25,weak,True,"Microphthalmia, Syndromic",,unknown,,,,Syndromic microphthalmia type 12 is a rare genetic eye disorder. Part of microphthalmia spectrum with variable inheritance. Estimated <0.1 per 100k based on case reports; no population-based epidemiological data available.
C3809824,"PARKINSON DISEASE 20, EARLY-ONSET",0.5,,incidence,40000,0.45,weak,False,,,moderate,,,,Estimated based on epidemiological literature and disease classification.
C3809845,"EHLERS-DANLOS SYNDROME, MUSCULOCONTRACTURAL TYPE, 2",extremely rare,extremely rare,prevalence,extremely rare,0.2,weak,True,Ehlers-Danlos Syndrome,,unknown,,,,"mEDS type 2 (musculocontractural Ehlers-Danlos syndrome type 2) is one of the rarest Ehlers-Danlos subtypes. Overall EDS prevalence estimated 1 in 2,500 to 1 in 5,000; mEDS represents <1% of EDS cases. Estimated prevalence <0.01 per 100k. Primarily documented in isolated case reports and small pedigrees."
C3809872,PERIVENTRICULAR NODULAR HETEROTOPIA 6,0.1,,incidence,8000,0.25,weak,False,,,moderate,,,,Estimated based on epidemiological literature and disease classification.
C3809875,VAN MALDERGEM SYNDROME 2,extremely rare,,prevalence,extremely rare,0.2,weak,True,Van Maldergem Syndrome,,unknown,,,,"Extremely rare autosomal recessive syndrome characterized by blepharophimosis, short stature, and developmental anomalies. Type 2 identified through TMEM5 mutations. Fewer than 30 cases reported globally; estimated <0.01 per 100k births."
C3809877,Prader-Willi-like syndrome,0.3,,incidence,24000,0.55,moderate,True,Imprinting Disorders,,unknown,Genetic disorder epidemiology literature; case report frequency analysis,,literature,"Rare genetic disorder with Prader-Willi-like features but non-standard etiology. Estimated ~0.3 per 100k births based on case reports and genetic disorder frequency literature. Related to but distinct from classic Prader-Willi syndrome (1:15,000-25,000 births). Limited population-based incidence data available."
C3809882,"NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VII",,,,,0.0,none,False,,,unknown,,,,CUI C3809882 not found in epidemiological database
C3809888,DIAMOND-BLACKFAN ANEMIA 12,extremely rare,,prevalence,extremely rare,0.4,weak,True,Diamond-Blackfan Anemia,,unknown,,,,DBA is a rare congenital bone marrow failure syndrome with an estimated incidence of <0.01 per 100k births. DBA12 specifically refers to one of the genetic subtypes with variable penetrance.
C3809899,"EPISODIC PAIN SYNDROME, FAMILIAL, 3",,,,,0.0,none,False,,,unknown,,,,CUI C3809899 not found in epidemiological database
