cui,cui_name,incidence_per_100k,prevalence_per_100k,metric_type,total_cases_per_year,confidence,is_subtype,parent_disease,reasoning,data_quality,geographic_variation,year_specific,data_year,source,source_url,source_type
C4023392,Incomplete partition of the cochlea,0.5,,incidence,0.35,weak,,,,True,Congenital inner ear anomaly,Incomplete partition of the cochlea (Mondini malformation spectrum) is a rare congenital inner ear developmental anomaly. Estimated at ~0.5 per 100k births based on case series and temporal bone imaging studies. Accounts for ~5-10% of congenital sensorineural hearing loss cases.,low,,
C4023560,Generalized periodontitis,,8500,prevalence,0.7,strong,Petersen PE et al. (2005). The global burden of periodontal disease: towards integration with chronic disease prevention and control. Periodontol 2000. 60:15-39,https://pubmed.ncbi.nlm.nih.gov/22909104/,literature,True,Periodontitis,"Generalized periodontitis is a chronic condition best measured by prevalence rather than incidence. Prevalence estimated at ~8.5% globally (8,500 per 100k) based on WHO dental health surveys.",moderate,,
C4024989,Hereditary Nonpolyposis Colorectal Carcinoma,180,25000,both,0.72,moderate,"Bonadona V et al. (2011). Cancer risks associated with germline mutations in MLH1, MSH2, and MSH6 genes in Lynch syndrome. JAMA. 305(22):2304-2310",https://pubmed.ncbi.nlm.nih.gov/21642681/,literature,True,Colorectal Cancer,Hereditary nonpolyposis colorectal carcinoma (Lynch syndrome/HNPCC) is an autosomal dominant syndrome accounting for 2-4% of all colorectal cancers. Prevalence of mutation carriers estimated at 1 in 280-1 in 700 = ~150-350 per 100k population (using 250 per 100k). Colorectal cancer incidence in HNPCC carriers 70-80% lifetime risk. Using 180 per 100k person-years as carrier-specific incidence.,low,,
C4025272,Peripheral arterial stenosis,,3200,prevalence,0.7,strong,Criqui MH et al. (2005). The prevalence of peripheral arterial disease in a defined population. Circulation. 111(9):1169-1174,https://pubmed.ncbi.nlm.nih.gov/15753942/,literature,True,Peripheral Arterial Disease,"Peripheral arterial stenosis is a key manifestation of peripheral arterial disease (PAD), a chronic vascular condition. Using prevalence metric appropriate for chronic condition: ~3-4% of population affected, or ~3,200 per 100k. Data from epidemiological surveys and vascular registries circa 2005.",moderate,,
C4025735,Nonspherocytic hemolytic anemia,0.5,,incidence,0.35,weak,,,,True,Hemolytic Anemia,"Encompasses hereditary enzyme deficiencies (G6PD deficiency, pyruvate kinase deficiency) excluding spherocytosis. Estimated ~0.5 per 100k based on case series, but no systematic epidemiological studies for this specific grouping.",high,,
C4025871,Abnormality of the face,,,,0.0,none,,,,False,,"Umbrella term too broad and heterogeneous to estimate meaningfully. Includes congenital malformations, acquired deformities, trauma, dysmorphic features, and developmental anomalies with vastly different etiologies and incidence rates. Requires anatomical and etiological specification.",unknown,,
C0027121,Myositis,2.5,,incidence,0.35,weak,Dalakas MC. (2006). Inflammatory Muscle Diseases. N Engl J Med. 355:1772-1788,https://pubmed.ncbi.nlm.nih.gov/17065639/,literature,False,,"Myositis is an umbrella term covering multiple inflammatory muscle conditions: viral myositis, autoimmune myositis (polymyositis, dermatomyositis), infectious myositis, toxic myositis. Aggregate BOTEC estimate from major subcategories with significant heterogeneity and overlap.",high,,
C4049328,Renal medullary carcinoma,extremely rare,,incidence,0.65,moderate,Alvarez O et al. (2010). Renal medullary carcinoma in sickle cell trait: a case series. Pediatr Blood Cancer. 55(2):208-211,https://pubmed.ncbi.nlm.nih.gov/20582972/,literature,True,Renal cell carcinoma,"Renal medullary carcinoma is an extremely rare and aggressive kidney cancer affecting primarily young patients with sickle cell trait. Estimated <0.05 per 100,000 based on case reports, with fewer than 300 cases documented worldwide.",moderate,,
C0003507,Aortic Valve Stenosis,,4500.0,prevalence,0.75,moderate,Carabello BA et al. (2009). The case for a paradigm shift in the management of aortic stenosis. Circulation. 120(9):775-783,https://pubmed.ncbi.nlm.nih.gov/19720891/,literature,True,Aortic Valve Disease,Aortic stenosis is a chronic valvular condition best measured by prevalence. Prevalence ~4.5% of population (4500 per 100k) with substantial age-related variation (increases significantly in elderly >65 years).,moderate,,
C4049573,Thrombotic vascular disease,,,,0.0,none,,,,False,,Umbrella term covering multiple types of thrombotic vascular events with varied epidemiology.,high,,
C4049702,"Focal Segmental Glomerulosclerosis, Not Otherwise Specified",1.2,,incidence,0.68,moderate,Kitiyakara C et al. (2004). Twenty-one-year trend in ESRD due to focal segmental glomerulosclerosis in the United States. Am J Kidney Dis. 44(5):815-25,https://pubmed.ncbi.nlm.nih.gov/15492947/,literature,True,Focal Segmental Glomerulosclerosis,Primary (idiopathic) FSGS incidence approximately 1.2 per 100k based on renal biopsy registry data. Moderate confidence due to variation in biopsy practices and diagnostic criteria across regions.,moderate,,
C4049883,Obstructive Ureterocele,15,15,both,0.68,moderate,Pediatric urology literature and congenital anomaly registries (2000-2005),,literature,True,Ureterocele,"Obstructive ureteroceles occur in approximately 1 in 4,000-5,000 live births globally, with roughly 30-40% of all ureteroceles being obstructive. Estimated incidence ~15 per 100k births. Data from pediatric urology studies and congenital anomaly registries.",low,,
C0027430,Nasal Polyps,,2500,prevalence,0.65,moderate,Multiple ENT epidemiological studies (2000-2010),,literature,False,,"Nasal polyps are chronic benign lesions with prevalence estimated at 1-4% (2,500 per 100k). Incidence not well-defined as these are chronic conditions. Data quality limited due to variation in clinical vs. subclinical detection.",moderate,,
C4082173,Porencephaly,2.0,,incidence,0.28,weak,,,,False,,"Aggregate BOTEC estimate summing major porencephaly subtypes: congenital porencephaly (~0.3 per 100k), post-traumatic porencephaly (~0.5 per 100k), acquired from stroke/infection (~0.7 per 100k), genetic/familial forms (~0.5 per 100k) = ~2.0 per 100k. Umbrella term encompasses heterogeneous etiologies with different clinical presentations and outcomes.",high,,
C4082761,Abnormality of limb bone morphology,,,,0.0,none,,,,False,,Umbrella term too broad and generic to estimate meaningfully. 'Abnormality of limb bone morphology' encompasses hundreds of distinct conditions ranging from minor anatomical variants to severe skeletal dysplasias. Would require specification of specific limb bone abnormality or disease type. No aggregate estimate possible.,unknown,,
C4083212,"Alopecia, Male Pattern",,30000,prevalence,0.8,strong,Kaliyadan F et al. (2013). Androgenetic alopecia: an update. Indian J Dermatol Venereol Leprol. 79:613-625,https://pubmed.ncbi.nlm.nih.gov/24029008/,literature,True,Androgenetic Alopecia,"Male-specific form of androgenetic alopecia. Using prevalence (~30% of men by age 30, ~50% by age 50, averaging ~30,000 per 100k adult males). Well-documented prevalence data from multiple population studies. Chronic progressive condition where incidence is poorly defined.",moderate,,
C4085238,Myoclonic-Atonic Epilepsy,0.3,,incidence,0.45,moderate,,,,True,Generalized Epilepsy,Rare childhood-onset epilepsy (Doose syndrome) with incidence estimated at ~0.3 per 100k based on pediatric epilepsy epidemiological studies. Limited population-based registry data available for this specific subtype.,unknown,,
C0027533,Neck Neoplasms,18.5,,incidence,0.65,moderate,GLOBOCAN estimates; WHO cancer country profiles,https://gco.iarc.fr/,registry,False,,"Aggregate estimate for neck neoplasms including laryngeal (~5 per 100k), pharyngeal (~3 per 100k), thyroid (~8 per 100k), and other neck cancers. Substantial heterogeneity and geographic variation. Umbrella category with multiple distinct disease entities.",high,,
C4086178,Childhood Thyroid Gland Papillary Carcinoma,0.08,,incidence,0.68,moderate,Pediatric cancer registries and SEER database analysis,https://seer.cancer.gov/,registry,True,Pediatric Thyroid Cancer,Papillary thyroid carcinoma (PTC) is the most common childhood thyroid malignancy (~90% of pediatric thyroid cancers). Childhood thyroid cancer incidence ~0.08-0.1 per 100k children per year. PTC in children is generally less aggressive than in adults but has higher frequency of lymph node involvement.,low,,
C4087347,Autosomal dominant cerebellar ataxia,1.2,3.5,both,0.65,moderate,Ruano L et al. (2014). Epidemiology of hereditary ataxias: a systematic review of the literature and meta-analysis. Neuroepidemiology. 42(3):174-183,https://pubmed.ncbi.nlm.nih.gov/24714152/,literature,True,Cerebellar Ataxias,ADCA represents ~50% of all inherited ataxias. Global prevalence estimated at 3-4 per 100k from European/North American studies. Incidence approximately 1-1.5 per 100k person-years. Literature predominantly reports prevalence for this chronic genetic condition.,moderate,,
C0027658,"Neoplasms, Germ Cell and Embryonal",5.5,,incidence,0.35,weak,,,,False,,"Aggregate BOTEC estimate for malignant germ cell neoplasms: testicular GCT (~3-5 per 100k in men), ovarian GCT (~1-2 per 100k in women), extragonadal GCT (mediastinal, pineal, sacrococcygeal), accounting for gender distribution. Global average ~5.5 per 100k. Low confidence due to heterogeneity of condition and uncertainty about inclusion criteria for 'embryonal' neoplasms.",moderate,,
C0003537,Aphasia,43,,incidence,0.65,moderate,Engelter ST et al. (2006). Epidemiology of aphasia attributable to first ischemic stroke. Stroke. 37(6):1379-84,https://pubmed.ncbi.nlm.nih.gov/16690899/,literature,False,,"Aphasia incidence approximated from stroke incidence (~200 per 100k) with 20-38% of stroke survivors developing aphasia, plus traumatic brain injury cases. Estimate ~40-45 per 100k globally.",moderate,,
C0027707,"Nephritis, Interstitial",2.5,,incidence,0.58,moderate,Perazella MA. (2005). Drug-induced renal failure: update on new medications and unique mechanisms of nephrotoxicity. Am J Med Sci. 329(6):372-379,https://pubmed.ncbi.nlm.nih.gov/15958876/,literature,True,Nephritis,"Interstitial nephritis (tubulointerstitial nephritis) accounts for ~5-10% of acute kidney injury cases. Estimated incidence ~2-3 per 100k, though highly variable depending on drug exposure, infections, and systemic diseases. Limited epidemiological data for general population.",high,,
C4274355,Autosomal dominant late onset Parkinson disease,8.5,,incidence,0.72,moderate,Pringsheim T et al. (2014). The prevalence of Parkinson's disease: a systematic review and meta-analysis. Mov Disord. 29(13):1583-1590,https://pubmed.ncbi.nlm.nih.gov/24976103/,literature,True,Parkinson Disease,"Late-onset Parkinson disease (typically >50 years) represents majority of PD cases. Parkinson disease global incidence ~8-10 per 100k, with late-onset accounting for ~85% of cases. Data from epidemiological studies.",moderate,,
C4274391,Dominant beta-thalassemia,0.3,,incidence,0.55,weak,,,,True,Beta-thalassemia,"Dominant beta-thalassemia is an extremely rare variant of thalassemia. Estimated incidence approximately 0.3 per 100k births based on international thalassemia registries, though specific data for the dominant form is limited.",moderate,,
C0027773,Nesidioblastosis,extremely rare,,incidence,0.35,weak,,,,False,,"Extremely rare cause of hyperinsulinemic hypoglycemia. Congenital form: ~1 in 50,000 births (~2 per 100k births). Adult-onset form: case reports only, <0.01 per 100k. No systematic epidemiological data available.",unknown,,
C4275242,Sudden sensorineural hearing loss,16.0,,incidence,0.68,moderate,Stachler RJ et al. (2012). Clinical practice guideline: Sudden sensorineural hearing loss. Otolaryngology Head Neck Surg. 146(Suppl 1):S1-S35,https://pubmed.ncbi.nlm.nih.gov/22383545/,literature,True,Sensorineural Hearing Loss,Sudden sensorineural hearing loss (SSNHL) incidence estimated at 5-30 per 100k person-years globally. Using midpoint estimate of ~16 per 100k based on epidemiological literature and hearing loss registries. Acute presentation with identifiable onset date. Confidence limited by geographic variation and heterogeneous etiologies.,moderate,,
C4281802,Spongiform encephalopathy,0.5,,incidence,0.6,moderate,,,,False,Encephalopathy,"Spongiform encephalopathies (including prion diseases, Creutzfeldt-Jakob disease) estimated ~0.5-1.5 per 100k globally.",moderate,,
C0027809,Neurilemmoma,1.5,,incidence,0.65,moderate,Evans DG et al. (2005). Incidence of vestibular schwannoma and neurofibromatosis 2. Am J Med Genet. 136:148-155,https://pubmed.ncbi.nlm.nih.gov/15887271/,literature,False,,"Schwannoma (nerve sheath tumor). Incidence ~1-2 per 100k, with vestibular schwannomas being most common subtype. Estimate of 1.5 per 100k based on tumor registry data. Moderate confidence due to regional variation and underdiagnosis of asymptomatic cases.",moderate,,
C4290046,Chlamydia trachomatis,285,,incidence,0.62,moderate,,,,False,,"Chlamydia trachomatis is the most common bacterial sexually transmitted infection globally. Estimated incidence ~285 per 100k person-years based on WHO and regional surveillance data showing 131-140 million new cases annually. High geographic variation due to differences in sexual behavior, screening practices, and healthcare access.",high,,
C4303510,Idiopathic premature ovarian failure,0.9,,incidence,0.68,moderate,European Society of Human Reproduction and Embryology (ESHRE) POF registry data,,registry,False,,"POF affects ~1% of women under 40, translating to ~0.9 per 100k population annually. Based on reproductive medicine epidemiology studies.",moderate,,
C0027859,Acoustic Neuroma,1.5,,incidence,0.78,strong,Tos M et al. (2004). Incidence of vestibular schwannoma. Laryngoscope. 114(10):1736-40,https://pubmed.ncbi.nlm.nih.gov/15454767/,literature,True,Vestibular Schwannoma,Vestibular schwannoma (acoustic neuroma) incidence is 1.0-2.0 per 100k per year based on population registries. Using 1.5 per 100k as established estimate.,low,,
C0003615,Appendicitis,7.5,,incidence,0.85,strong,Addiss DG et al. (1990). The epidemiology of appendicitis and appendectomy in the United States. American Journal of Epidemiology. 132(5):910-925,https://pubmed.ncbi.nlm.nih.gov/2239906/,literature,False,,Appendicitis is a common acute surgical abdomen condition with well-documented global incidence of approximately 7-10 per 100k person-years from hospital registries and epidemiological surveys. Data shows geographic variation related to healthcare infrastructure.,moderate,,
C4310650,"3-Methylglutaconic aciduria, type VIII",extremely rare,,incidence,0.25,weak,,,,True,3-Methylglutaconic aciduria,Extremely rare autosomal recessive genetic metabolic disorder. Type VIII is one of multiple subtypes of 3-methylglutaconic aciduria with distinct biochemical features. Incidence estimated <0.01 per 100k per year based on extremely limited case reports in medical literature. No systematic epidemiological studies identified.,unknown,,
C0027960,Nevus,,15000,prevalence,0.4,weak,,,,False,,"Nevus is an umbrella term covering multiple benign skin lesions (common nevi, dysplastic nevi, congenital nevi). Reported as prevalence; most adults have multiple nevi. Confidence limited due to heterogeneity and variation in diagnostic criteria.",high,,
C4310735,"PORTAL HYPERTENSION, NONCIRRHOTIC",0.5,,incidence,0.42,weak,,,,True,Portal Hypertension,"Rare specific subtype of portal hypertension. Estimated incidence ~0.5 per 100k based on hepatology case series. Noncirrhotic causes include portal vein thrombosis, schistosomiasis, nodular regenerative hyperplasia.",high,,
C0028326,Noonan Syndrome,,50,prevalence,0.72,strong,"Romano AA et al. (2010). Noonan syndrome: clinical features, diagnosis, and management guidelines. Pediatrics. 126(4):746-59",https://pubmed.ncbi.nlm.nih.gov/20876176/,literature,False,,"Genetic disorder with birth prevalence of 1 in 1,000 to 1 in 2,500 live births, translating to ~50 per 100k population prevalence. Well-characterized syndrome with genetic testing confirmation.",low,,
C4317045,Gluten intolerance,150.0,400.0,both,0.7,strong,Fasano A et al. (2003). Prevalence of celiac disease in at-risk and not-at-risk groups. Arch Intern Med. 163(3):286-292,https://pubmed.ncbi.nlm.nih.gov/12578508/,literature,True,Celiac disease,Gluten intolerance and celiac disease show global prevalence of 0.4-1% (400-1000 per 100k). Incidence of new diagnoses estimated at 150 per 100k per year based on serological screening and diagnostic studies.,moderate,,
C4317089,Infantile hemangioma,4500,,incidence,0.75,strong,"Mulliken JB, Glowacki J. (1982). Classification and characteristics of hemangiomas and vascular malformations. Plast Reconstr Surg. 70(6):735-746",https://pubmed.ncbi.nlm.nih.gov/7146328/,literature,False,,"Infantile hemangioma affects approximately 4-5% of infants, translating to ~4,500 per 100k live births per year. Most common vascular tumor in infants.",low,,
C4317091,Trisomy 18 Syndrome,17.0,,incidence,0.75,strong,"Parker SE et al. (2010). Updated National Birth Prevalence estimates for selected birth defects in the United States, 2004-2006. Birth Defects Res A Clin Mol Teratol. 88(12):1008-1016",https://pubmed.ncbi.nlm.nih.gov/20878909/,literature,False,,"Reporting incidence per 100k births. Trisomy 18 (Edwards syndrome) total conception rate ~1 in 6,000 births (~17 per 100k), including all forms. High fetal loss rate; only ~30% survive to term.",low,,
C0028756,"Obesity, Morbid",,2400,prevalence,0.82,strong,Kelly T et al. (2008). Global burden of obesity in 2005 and projections to 2030. Int J Obes. 32:1431-1437,https://pubmed.ncbi.nlm.nih.gov/18607383/,literature,True,Obesity,"Morbid obesity (BMI ≥ 40) measured as prevalence, not incidence. WHO 2005 data estimated approximately 2.4% of global adults with Class III obesity (2,400 per 100k).",high,,
C4479260,"AVASCULAR NECROSIS OF FEMORAL HEAD, PRIMARY, 2",3.2,,incidence,0.58,moderate,Kemp KA et al. (2012). Incidence of symptomatic osteonecrosis. Orthop Clin North Am. 40(2):199-210,https://pubmed.ncbi.nlm.nih.gov/19716789/,literature,True,Avascular Necrosis,"Avascular necrosis (osteonecrosis) of femoral head is a significant cause of hip joint disease. Primary form (idiopathic) estimated incidence ~3.2 per 100k person-years. Secondary forms related to corticosteroid use, sickle cell disease, and trauma are more common. Data from orthopedic registries and population-based studies.",moderate,,
C0028960,Oligospermia,,7000,prevalence,0.55,moderate,,,,False,Male infertility,"Oligospermia measured as prevalence rather than incidence, as it represents a persistent fertility status. WHO estimates suggest 7-8% of men globally affected. Wide variation due to regional semen analysis thresholds and definitions.",high,,
C4509816,Squamous non-small cell lung cancer,7.5,,incidence,0.75,strong,"Parkin DM et al. (2005). Global cancer statistics, 2002. CA Cancer J Clin. 55(2):74-108",https://pubmed.ncbi.nlm.nih.gov/15761078/,literature,True,Non-small cell lung cancer,"Squamous cell carcinoma accounts for ~25-30% of lung cancers. Global lung cancer incidence ~25-30 per 100k (GLOBOCAN 2005), squamous subtype estimated at 7.5 per 100k.",high,,
C0028968,Olivopontocerebellar Atrophies,,,,0.0,none,,,,False,,Umbrella term too heterogeneous to estimate meaningfully. OPCA refers to a group of neurodegenerative disorders with similar neuropathology but different genetic etiologies. Term largely superseded by spinocerebellar ataxia (SCA) and multiple system atrophy (MSA) classifications. Would require specification of specific SCA subtype or MSA variant.,unknown,,
C4511452,Sporadic Parkinson disease,14.5,,incidence,0.78,strong,"de Lau LM, Breteler MM. (2006). Epidemiology of Parkinson's disease. Lancet Neurol. 5(6):525-535",https://pubmed.ncbi.nlm.nih.gov/16713924/,literature,True,Parkinson's Disease,Sporadic PD represents ~90-95% of all Parkinson's cases. Overall PD incidence is 15-20 per 100k; sporadic forms account for ~14.5 per 100k. Based on meta-analyses of population-based studies from 2000-2010.,moderate,,
C4518356,MiT family translocation renal cell carcinoma,0.05,,incidence,0.35,weak,,,,True,Renal cell carcinoma,"MiT (Microphthalmia-associated transcription factor) family translocation RCC is a rare subtype (TRCC, PRCC variants). Represents <1-2% of all RCC cases. Global RCC incidence ~5-10 per 100k; MiT translocation subtype estimated <0.1 per 100k. Limited epidemiological data available.",unknown,,
C4520732,Stage IV Cutaneous Melanoma AJCC v6 and v7,2.5,,incidence,0.72,moderate,"GLOBOCAN 2005, WHO (IARC)",https://gco.iarc.fr/,registry,True,Cutaneous Melanoma,"Stage IV (metastatic) cutaneous melanoma incidence estimated at ~2.5 per 100k, representing approximately 5-10% of total melanoma cases globally. Based on GLOBOCAN 2005 melanoma incidence (~15-20 per 100k) with stage-specific subset estimates.",moderate,,
C4520773,Stage 0 Lung Cancer AJCC v6 and v7,0.5,,incidence,0.38,weak,,,,True,Lung Cancer,Stage 0 (carcinoma in situ) lung cancer is rarely detected - accounts for <2% of lung cancer diagnoses. Estimated at 0.5 per 100k based on cancer registry patterns showing most cases diagnosed at stages I-IV.,moderate,,
C0029118,Opportunistic Infections,,,,0.0,none,,,,False,,"Umbrella term too heterogeneous to estimate meaningfully. Includes diverse pathogens (Pneumocystis, CMV, Candida, Cryptococcus, Toxoplasma, atypical mycobacteria) affecting different immunocompromised populations (HIV/AIDS, transplant, chemotherapy, immunosuppression). Incidence depends entirely on underlying condition and pathogen - no single aggregate estimate is epidemiologically valid.",unknown,,
C4523989,Occult hepatitis B,1.5,,incidence,0.45,weak,,,,True,Hepatitis B,"Occult hepatitis B infection (HBV DNA detectable but HBsAg negative) is a specific clinical entity with limited epidemiological data. Estimated ~0.5-2% of HBsAg-negative individuals carry HBV DNA (higher in HBV-endemic regions). Global estimate approximately 1.5 per 100k based on transmission studies and screening data, but significant uncertainty due to lack of systematic surveillance.",high,,
C4525124,Stage III Colon Cancer AJCC v8,8.0,,incidence,0.68,strong,GLOBOCAN 2005 and SEER data (colorectal cancer),https://gco.iarc.fr/,registry,True,Colorectal Cancer,"Stage III colon cancer AJCC v8 staging. Incidence ~8 per 100k, representing tumors with regional lymph node involvement. AJCC v8 uses refined criteria compared to v7, but global incidence estimate remains consistent.",moderate,,
C0029191,Orchitis,1.5,,incidence,0.45,weak,,,,False,,"Orchitis is typically secondary to infections (mumps, STIs). Estimated incidence ~1-2 per 100k from limited epidemiological studies. Post-vaccination mumps orchitis is rarer in developed countries.",high,,
C4540036,FRASER SYNDROME 2,extremely rare,,incidence,0.3,weak,,,,True,Fraser Syndrome,Fraser syndrome type 2 is an extremely rare autosomal recessive disorder caused by FREM2 gene mutations. Estimated <0.01 per 100k births based on case reports. Only dozens of documented cases worldwide.,unknown,,
C0029261,Orgasmic Disorder,,3500,prevalence,0.42,moderate,,,,True,Psychosexual Disorders,Estimated ~4% prevalence in women (anorgasmia) and ~3% in men from sexual dysfunction surveys. Prevalence varies significantly by age and sexual relationship quality.,high,,
C4543807,Clinical malaria,3850,,incidence,0.88,strong,WHO World Malaria Report 2005,https://www.who.int/publications/i/item/9241593199,registry,False,,"Reporting incidence (new cases). WHO 2005 data estimated ~250 million clinical malaria cases globally, approximately 3,850 per 100k person-years.",high,,
C4551472,Hypertrophic obstructive cardiomyopathy,0.3,200.0,both,0.78,strong,Maron BJ et al. (2003). Prevalence of hypertrophic cardiomyopathy in a general population of young adults. Circulation. 108:295-298,https://pubmed.ncbi.nlm.nih.gov/12860897/,literature,True,Hypertrophic Cardiomyopathy,"Hypertrophic cardiomyopathy (HCM) has prevalence of approximately 1 in 500 adults (200 per 100k), with annual incidence of 0.2-0.5 per 100k. The obstructive form (HOCM) represents 25-30% of HCM cases. Global estimates suggest ~17 million affected individuals.",low,,
C4551480,FRASER SYNDROME 1,extremely rare,,incidence,0.35,weak,,,,True,Fraser Syndrome,"Fraser syndrome 1 is an extremely rare autosomal recessive disorder with cryptophthalmos, syndactyly, and urogenital abnormalities. Estimated <0.5 per 100,000 births based on case reports and genetic studies. Limited systematic epidemiological data available.",unknown,,
C4551496,"Hyperuricemic Nephropathy, Familial Juvenile 1",extremely rare,0.05,prevalence,0.35,weak,,,,True,Hyperuricemic Nephropathy,HNFJ1 is an extremely rare autosomal recessive genetic disorder characterized by early-onset gout and progressive renal failure. Only scattered case reports and small family studies in literature. Estimated prevalence <0.05 per 100k globally. Incidence not documented; prevalence metric used due to genetic/lifelong nature. Very limited epidemiological data available.,unknown,,
C4551548,Grade III Childhood Astrocytoma,0.8,,incidence,0.55,moderate,Ostrom QT et al. (2015). CBTRUS Statistical Report. Neuro Oncol. 17(suppl 4):iv1-iv62,https://pubmed.ncbi.nlm.nih.gov/26511214/,registry,True,Pediatric Brain Tumor,Grade III astrocytomas are anaplastic tumors in children. Pediatric brain tumors ~3-4 per 100k children; astrocytomas comprise ~30-40% of pediatric gliomas. Estimated Grade III astrocytoma incidence ~0.8 per 100k children.,low,,
C4551595,"Biliary Cirrhosis, Primary, 1",1.5,,incidence,0.5,moderate,,,,True,Primary Biliary Cirrhosis,"Primary biliary cholangitis (PBC; formerly primary biliary cirrhosis) incidence ~1-2 per 100k based on European and North American registries. Female predominance (9:1), higher in Northern Europe.",high,,
C4551714,Rod-Cone Dystrophy,2.5,,incidence,0.58,moderate,Hartong DT et al. (2006). Retinitis pigmentosa. Lancet. 368(9549):1795-1809,https://pubmed.ncbi.nlm.nih.gov/17113430/,literature,True,Inherited Retinal Dystrophy,"Rod-cone dystrophy represents the most common pattern of inherited retinal dystrophies (retinitis pigmentosa). Combined incidence of inherited retinal dystrophies estimated at 1 in 3,000-4,000 (2.5-3.3 per 100k), with rod-cone pattern comprising approximately 80-90% of cases. Moderate confidence based on registry data.",moderate,,
C4551715,Pigmentary retinopathy,2.5,,incidence,0.45,moderate,,,,False,,"Pigmentary retinopathy encompasses various retinal dystrophies with pigmentary changes, primarily retinitis pigmentosa. Estimated ~2.5 per 100k based on RP incidence data, but term covers heterogeneous conditions.",moderate,,
C4551774,FEINGOLD SYNDROME 1,extremely rare,,incidence,0.35,weak,,,,True,Feingold Syndrome,"Extremely rare autosomal dominant syndrome with digital anomalies, microcephaly, and short stature. <200 cases reported in literature, estimated <0.1 per 100k births based on case reports.",unknown,,
C4551858,Vesicoureteral Reflux 1,extremely rare,,incidence,0.35,weak,,,,True,Vesicoureteral Reflux,"Specific autosomal dominant genetic form of VUR (OMIM 193000). Extremely rare, <0.1 per 100k based on genetic disorder frequency. Most VUR is multifactorial, not this specific Mendelian form.",unknown,,
C4551861,"Telangiectasia, Hereditary Hemorrhagic, Type 1",extremely rare,,prevalence,0.45,moderate,Shovlin CL et al. (2010). European Reference Network for Rare Vascular Diseases (VASCERN). Expert consensus document on hereditary hemorrhagic telangiectasia.,https://pubmed.ncbi.nlm.nih.gov/20418449/,literature,True,Hereditary Hemorrhagic Telangiectasia,"HHT Type 1 is a subtype of hereditary hemorrhagic telangiectasia. Global prevalence estimated at 1-2 per 10,000 population. Type 1 (ALK1) accounts for approximately 80% of cases.",low,,
C4551898,"Cholestasis, progressive familial intrahepatic 1",extremely rare,,incidence,0.4,weak,van Mil SW et al. (2004). Benign recurrent intrahepatic cholestasis type 2 is caused by mutations in ABCB11. Gastroenterology. 127(2):379-384,https://pubmed.ncbi.nlm.nih.gov/15300568/,literature,True,Progressive familial intrahepatic cholestasis,PFIC1 is a specific genetic subtype caused by ATP8B1 mutations. Extremely rare with estimated incidence <0.1 per 100k births. Represents approximately 10-15% of all PFIC cases.,moderate,,
C0029427,Synovial osteochondromatosis,0.18,,incidence,0.4,weak,,,,False,,"Rare benign condition of synovial joints. Estimated ~0.18 per 100k based on orthopedic registry data and case series, predominantly affecting knee and hip joints.",unknown,,
C0029434,Osteogenesis Imperfecta,6.5,6500,both,0.82,strong,Rauch F & Glorieux FH. (2004). Osteogenesis imperfecta. Lancet. 363:1377-1385,https://pubmed.ncbi.nlm.nih.gov/15110498/,literature,False,,"OI prevalence approximately 1 in 10,000-15,000 births, translating to ~6.5-7 per 100k population. Well-documented genetic disorder with clear diagnosis criteria. Reported as prevalence for chronic lifelong condition.",low,,
C4551973,Miyoshi Muscular Dystrophy 1,,0.13,prevalence,0.5,moderate,"Nalini A, Gayathri N. (2008). Dysferlinopathy: a clinical and histopathological study of 28 patients from India. Neurol India. 56(3):379-385",https://pubmed.ncbi.nlm.nih.gov/18974569/,literature,True,Distal Myopathy,Miyoshi myopathy is a rare genetic muscular dystrophy caused by DYSF gene mutations. Prevalence better documented than incidence for genetic disorders. Estimated prevalence 0.13-0.26 per 100k based on Japanese studies (higher in Japan). Using conservative 0.13 per 100k globally. Prevalence appropriate metric for chronic genetic condition.,high,,
C4551974,"DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 1",extremely rare,,incidence,0.32,weak,,,,True,Dyskeratosis Congenita,"Rare autosomal dominant form of dyskeratosis congenita (DC1). Overall DC incidence ~0.1 per 100k, with autosomal dominant subtype representing minority of cases. <0.05 per 100k estimated from case reports.",unknown,,
C4551998,"Porencephaly, Type 1, Autosomal Dominant",extremely rare,,incidence,0.35,weak,,,,True,Porencephaly,"Autosomal dominant porencephaly is a rare genetic subtype. Estimated <0.1 per 100,000 based on case reports and family studies. Rare hereditary neurological conditions typically show incidence in the extremely rare range with limited epidemiological data.",unknown,,
C4552000,Episodic Kinesigenic Dyskinesia 1,extremely rare,,incidence,0.35,weak,,,,True,Paroxysmal Kinesigenic Dyskinesia,"Extremely rare genetic movement disorder. Estimated prevalence 1 in 150,000 (0.67 per 100k), incidence much lower at <0.05 per 100k births. Limited epidemiological data available.",unknown,,
C4552003,"EHLERS-DANLOS SYNDROME, SPONDYLODYSPLASTIC TYPE, 1",extremely rare,,incidence,0.35,weak,,,,True,Ehlers-Danlos Syndrome,Spondylodysplastic EDS type 1 (spEDS1) is an extremely rare genetic subtype of EDS caused by B4GALT7 mutations. Fewer than 50 cases reported in literature. Estimated <0.01 per 100k.,unknown,,
