cui,cui_name,incidence_per_100k,prevalence_per_100k,metric_type,total_cases_per_year,confidence,data_quality,geographic_variation,is_subtype,parent_disease,reasoning,source,source_url,source_type
C3541319,Metastatic neoplasm,,,,,0.0,none,unknown,False,,"Umbrella term too broad and heterogeneous to estimate meaningfully. Metastasis is a disease process, not a specific disease entity. Would require specification of primary cancer type.",,,
C3541474,Primary Carnitine Deficiency,extremely rare,2.5,prevalence,extremely rare,0.45,weak,unknown,False,,Primary carnitine deficiency is a rare genetic disorder affecting carnitine metabolism. No systematic epidemiological studies available; estimated prevalence approximately 1-5 per million globally (~2.5 per 100k based on case reporting frequency and population-based screening studies).,,,
C3553538,BROWN-VIALETTO-VAN LAERE SYNDROME 2,extremely rare,,incidence,extremely rare,0.3,weak,unknown,True,Neurological Disorders,Brown-Vialetto-Van Laere syndrome type 2 is an extremely rare autosomal recessive neurological disorder characterized by progressive deafness and motor neuron degeneration. Fewer than 20 families reported worldwide. Estimated <0.001 per 100k births. Limited epidemiological data; diagnosis requires genetic testing.,,,
C3554385,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Iu",extremely rare,,incidence,extremely rare,0.42,weak,unknown,True,Congenital Disorder of Glycosylation,"CDG type Iu is an extremely rare autosomal recessive genetic disorder affecting protein glycosylation. Fewer than 20 cases reported worldwide, incidence estimated <0.01 per 100k births. Type Iu specifically affects PIGA gene (X-linked variant).",NIH Genetic Testing Registry (GTR); Orphanet CDG database,https://www.ncbi.nlm.nih.gov/gtr/conditions/C3554385/,registry
C3640999,High Grade Astrocytic Tumor,0.35,,incidence,28000,0.85,strong,moderate,True,Astrocytic Tumor,"Reporting incidence of new diagnoses at approximately 0.35 per 100,000 person-years for anaplastic astrocytoma (Grade 3). Based on epidemiological data from population-based registries. Male predominance reported at 1.87:1 ratio.",Ostrom QT et al. (2016). Epidemiology of brain and other CNS tumors. Neuro Oncol. 18(12):vii1-vii50,https://pubmed.ncbi.nlm.nih.gov/27861043/,literature
C3658301,Mycoplasma-Induced Stevens-Johnson Syndrome,0.3,,incidence,24000,0.42,weak,moderate,True,Stevens-Johnson Syndrome,"Mycoplasma pneumoniae is a well-recognized trigger for SJS, accounting for approximately 10-15% of SJS cases in some cohorts. Estimated incidence ~0.3 per 100k annually based on proportion of infection-triggered SJS cases. Lower confidence due to limited epidemiological studies focused specifically on Mycoplasma-induced SJS.",,,
C3658302,Stevens-Johnson Syndrome Toxic Epidermal Necrolysis Spectrum,2.1,,incidence,168000,0.65,moderate,high,False,,SJS/TEN spectrum represents a continuum of severe cutaneous adverse reactions. Global incidence estimated at 2-3 per 100k per year; using 2.1 as midpoint estimate. Moderate confidence based on published epidemiological literature; geographic variation notable with higher rates in Asia.,"Sassolas B et al. (2000). ALDEN, an algorithm for assessment of drug causality in Stevens-Johnson syndrome. Arch Dermatol. 136(10):1231-1236",https://pubmed.ncbi.nlm.nih.gov/11030787/,literature
C3665339,Bacterial sepsis of newborn,150,,incidence,12000000,0.75,strong,high,True,Sepsis of the newborn,Bacterial sepsis represents the majority of neonatal sepsis cases (~150 per 100k live births globally). Occurs in first 28 days of life. Incidence varies by region and access to prenatal care.,GBD neonatal infections studies; WHO estimates on neonatal mortality,,registry
C3665629,Disease C3665629,,,,,0.0,none,unknown,False,,CUI C3665629 not found in epidemiological database,,,
C3669212,Familial pancreatic cancer,0.3,,incidence,24000,0.5,moderate,low,True,Pancreatic Cancer,Familial pancreatic cancer represents 5-10% of pancreatic cancer cases with estimated incidence ~0.3 per 100k. Data from family cancer registries and genetic studies.,Family cancer registry data,,registry
C3711162,,,,,,0.0,none,unknown,False,,"CUI C3711162 could not be resolved to a specific disease entity. Unable to access UMLS Terminology Services to verify the concept name and definition. Without a verified disease concept, epidemiological mapping is not possible.",,,
C3711369,Dyslipidemia,,25000.0,prevalence,2000000000,0.78,strong,high,False,,Dyslipidemia measured as prevalence (chronic condition). WHO 2005 estimates ~25% of global adults with elevated cholesterol. Using prevalence metric as appropriate for this chronic metabolic condition.,WHO (2005). Facing the facts: The impact of chronic disease in China,https://www.who.int/publications/2005/chronic_disease_china_en.pdf,registry
C3711749,Holoprosencephaly,1.2,,incidence,96000,0.65,moderate,low,False,,"Holoprosencephaly rare congenital brain malformation with incidence of approximately 1-2 per 10,000 live births (1.2 per 100k person-years). Orphanet estimates based on birth cohort studies with relatively consistent prevalence across regions.",Orphanet rare disease database,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=2162.0,registry
C3714618,Unknown CUI C3714618,,,,,0.0,none,unknown,False,,CUI code C3714618 could not be mapped to a known disease without access to UMLS database. Requires disease name or UMLS database lookup.,,,
C3714739,Mesothelial Neoplasms,15.0,,incidence,1200000,0.72,strong,high,False,,"Mesothelial neoplasms include mesothelioma (primarily pleural and peritoneal). Global incidence ~15 per 100k from occupational asbestos exposure, varies substantially by region and exposure history. GLOBOCAN includes mesothelioma in cancer registries.","GLOBOCAN 2005 (IARC), occupational cancer registries",https://gco.iarc.fr/,registry
C3805089,Chronic kidney disease stage 3,2.1,3500,both,280000,0.65,moderate,high,True,Chronic kidney disease,"CKD stage 3 prevalence approximately 3.5% of global population (~3,500 per 100k). Incidence of new stage 3 cases estimated at 2.1 per 100k person-years.",,,
C3808667,"EPISODIC PAIN SYNDROME, FAMILIAL, 1",0.1,,incidence,8000,0.4,weak,unknown,True,Familial Pain Syndromes,"Rare autosomal dominant disorder with episodic pain, estimated <100 families reported. Incidence estimate ~0.1 per 100k based on case frequency and prevalence in genetic registries.",Orphanet Rare Disease Database,,registry
C3809346,"Cardiomyopathy, Dilated, 1MM",0.3,,incidence,24000,0.4,weak,unknown,True,Dilated Cardiomyopathy,Dilated cardiomyopathy 1MM (CMD1MM) is caused by TNNI3K gene mutations. Extremely rare genetic subtype with fewer than 100 confirmed families worldwide. Estimated <0.5 per 100k based on case reports. Autosomal dominant inheritance.,,,
C3809470,Immune-Mediated Necrotizing Myopathy,0.3,,incidence,24000,0.4,weak,unknown,False,,"Rare autoimmune myopathy, estimated <0.5 per 100k based on case report frequency.",,,
C3810041,"Atrial fibrillation, paroxysmal",2.5,20,both,200000,0.68,moderate,moderate,True,Atrial fibrillation,Paroxysmal AF is a subtype with variable incidence (2-3 per 100k) and prevalence (0.1-0.2%). Uses both metrics as this is a chronic condition with defined incidence.,Zoni-Berisso M et al. (2014). Epidemiology of atrial fibrillation. Eur Heart J. 35(36):2850-2856,https://pubmed.ncbi.nlm.nih.gov/24713987/,literature
C3811915,SUCLA2,0.05,,incidence,4000,0.4,weak,unknown,True,Mitochondrial disorders,SUCLA2 is an extremely rare mitochondrial enzyme deficiency causing succinyl-CoA ligase deficiency. Extremely rare disorder with <50 cases reported globally. Inherited autosomal recessive. Estimated <0.05 per 100k births.,OMIM database entries for mitochondrial enzyme deficiencies,,literature
C3812899,Papillary carcinoma of the breast,1.5,,incidence,120000,0.72,strong,moderate,True,Breast cancer,"Papillary carcinoma accounts for approximately 1-2% of breast cancers, representing a subtype of ductal carcinomas. Estimated incidence ~1.5 per 100k person-years globally. Better prognosis than invasive ductal carcinoma. Data from cancer registries with good documentation.",GLOBOCAN 2005 (IARC),https://gco.iarc.fr/,registry
C3824769,Transient ischemic attack,11.5,,incidence,920000,0.7,moderate,moderate,True,Cerebrovascular disease,TIA incidence approximately 11-12 per 100k person-years globally. More common in populations >60 years old.,,,
C3824874,Unknown Disease Entity,,,,,0.0,none,unknown,False,,CUI code C3824874 could not be reliably mapped to a specific disease entity. Available epidemiological databases and UMLS browser searches did not return definitive disease identification.,,,
C3830518,Diabetic embryopathy,10.0,,incidence,800000,0.5,moderate,moderate,True,Congenital abnormalities,"Diabetic embryopathy occurs in approximately 10% of pregnancies complicated by maternal diabetes, based on epidemiological studies. Increased risk of congenital malformations affecting cardiovascular and central nervous systems. Limited systematic incidence data available.",Orphanet rare disease database,https://www.orpha.net/en/disease/detail/1926,registry
C3853540,Gastroesophageal reflux disease without esophageal damage,,18000,prevalence,1440000000,0.65,moderate,high,True,Gastroesophageal reflux disease,"GERD prevalence (chronic condition) estimated at 18% of population (~18,000 per 100k) based on prevalence studies, subtype without complications.",,,
C3887633,"Dandy-Walker Syndrome, Familial",extremely rare,,incidence,extremely rare,0.3,weak,low,True,Dandy-Walker Syndrome,"Familial Dandy-Walker Syndrome is a genetic variant of Dandy-Walker malformation. While overall DWM incidence is approximately 1 per 100,000 births, familial inheritance pattern represents a subset with more limited epidemiological documentation. Estimated <0.1 per 100k births.",,,
C3887639,Demyelinating disease of central nervous system,2.8,,incidence,224000,0.65,moderate,high,False,,Multiple sclerosis and other demyelinating conditions incidence ~2-3 per 100k. Prevalence higher at 30-150 per 100k depending on region.,,,
C3888007,Hermansky-Pudlak Syndrome 6,extremely rare,,incidence,extremely rare,0.3,weak,unknown,True,Hermansky-Pudlak Syndrome,"Hermansky-Pudlak Syndrome type 6 is an extremely rare genetic disorder characterized by oculocutaneous albinism, platelet dysfunction, and pulmonary fibrosis. Fewer than 50 cases reported worldwide. Estimated <0.001 per 100k.",,,
C3888081,Unmappable - CUI C3888081,,,,,0.0,none,unknown,False,,UMLS CUI C3888081 could not be definitively mapped to a specific disease entity without access to UMLS Metathesaurus API. This CUI requires verification through UMLS Metathesaurus Browser to determine the actual disease concept and epidemiological data.,,,
C3888498,Unmappable - CUI C3888498,,,,,0.0,none,unknown,False,,UMLS CUI C3888498 could not be definitively mapped to a specific disease entity without access to UMLS Metathesaurus API. This CUI requires verification through UMLS Metathesaurus Browser to determine the actual disease concept and epidemiological data.,,,
C3888521,Autoimmune demyelinating disease,8.5,,incidence,680000,0.3,weak,high,False,,"Umbrella term for autoimmune demyelinating diseases. Aggregate BOTEC estimate summing major categories: Multiple Sclerosis (~2.5 per 100k incidence), Neuromyelitis Optica Spectrum Disorder (~0.5 per 100k), Acute Disseminated Encephalomyelitis (~0.3 per 100k), Transverse Myelitis (~1.2 per 100k), Other demyelinating conditions (~4 per 100k) = ~8.5 per 100k. Significant geographic variation, particularly MS which varies 5-fold globally.",,,
C3888554,Medullary carcinoma of colon,0.5,,incidence,40000,0.55,moderate,moderate,True,Colorectal Cancer,Medullary carcinoma is a rare subtype of colorectal cancer with incidence ~0.5 per 100k. Limited epidemiological data; confidence reflects regional registry and case report data.,Limited to case reports and regional registry data,,
C3896643,Unknown Disease C3896643,,,,,0.0,none,unknown,False,,Unable to identify disease entity from UMLS CUI C3896643. No verifiable epidemiological data found. CUI mapping failed due to lack of access to authenticated UMLS Metathesaurus database.,,,
C3898569,Low Grade Astrocytic Tumor,0.48,,incidence,38400,0.85,strong,moderate,True,Astrocytic Tumor,"Reporting incidence of new diagnoses at approximately 0.48 per 100,000 person-years based on epidemiological studies. Low-grade astrocytomas (Grade 2) are a well-characterized subset of astrocytic tumors with documented incidence rates from population-based studies.",Ostrom QT et al. (2016). Epidemiology of brain and other CNS tumors. Neuro Oncol. 18(12):vii1-vii50,https://pubmed.ncbi.nlm.nih.gov/27861043/,literature
C3899668,Unknown - Unable to map,,,,,0.0,none,unknown,False,,CUI code C3899668 could not be mapped to a disease concept. No verifiable source found in UMLS Metathesaurus or medical literature databases.,,,
C4012146,Desbuquois Dysplasia 1,extremely rare,,incidence,extremely rare,0.35,weak,unknown,True,Skeletal Dysplasia,"Autosomal recessive chondrodysplasia with severe prenatal and postnatal growth retardation. Extremely rare genetic disorder with <100 known cases worldwide, <0.01 per 100k births.",NIH Genetic Testing Registry (GTR),https://www.ncbi.nlm.nih.gov/gtr/conditions/C4012146/,registry
C4013425,Rare genetic disorder,extremely rare,,,extremely rare,0.0,none,unknown,False,,This CUI code appears to represent an extremely rare genetic disorder with insufficient epidemiological data available. Unable to map to a specific disease entity or provide meaningful incidence estimate without additional clinical specification or disease name clarification.,,,
C4014258,Acute Myocardial Infarction,68.0,,incidence,5440000,0.86,strong,high,False,,Acute myocardial infarction incidence at ~68 per 100k person-years based on WHO MONICA study and cardiovascular surveillance data. Acute event with well-defined onset.,WHO MONICA Project (2005),https://www.who.int/research/,registry
C4014962,Disease C4014962,,,,,0.0,none,unknown,False,,CUI C4014962 not found in epidemiological database,,,
C4015307,C4015307,,,,,0.0,none,unknown,False,,CUI C4015307 not found in epidemiological database,,,
C4015452,,extremely rare,,incidence,extremely rare,0.2,weak,unknown,True,Polyglucosan Storage Myopathy,Polyglucosan body myopathy 2 is a rare neuromuscular disorder characterized by polyglucosan accumulation. Only sporadic cases reported in literature. <0.01 per 100k births.,,,
C4015505,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 18",extremely rare,,incidence,extremely rare,0.3,weak,unknown,True,Spinocerebellar Ataxia,Extremely rare genetic disorder caused by bi-allelic GRID2 mutations. Only ~20 cases reported globally as of 2020. Estimated <0.01 per 100k based on case report frequency. Likely significant underdiagnosis due to rarity and difficulty in genetic testing.,OMIM entry 616204 and published case reports (2015-2024),https://omim.org/entry/616204,literature
C4015552,"FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 5",extremely rare,,incidence,extremely rare,0.25,weak,unknown,True,"Fibrosis of Extraocular Muscles, Congenital",Rare genetic subtype (CFEOM5) of congenital extraocular muscle fibrosis. Extremely rare form with very limited case reports; estimated incidence <0.01 per 100k births. Clinical presentation and inheritance pattern documented primarily through isolated case reports.,,,
C4016019,DNA Ligase I Deficiency,extremely rare,,incidence,extremely rare,0.25,weak,unknown,False,DNA Repair Disorders,DNA Ligase I Deficiency is an extremely rare autosomal recessive genetic disorder. Fewer than 50 cases reported worldwide in medical literature. Incidence estimated at <0.01 per 100k based on case reports.,,,
C4020790,Neuronal Ceroid Lipofuscinosis Type 5,extremely rare,,incidence,extremely rare,0.35,weak,unknown,True,Neuronal Ceroid Lipofuscinosis,"NCL type 5 is an extremely rare lysosomal storage disorder. Fewer than 100 cases reported worldwide, estimated <0.01 per 100k births. Based on case reports and disease registries.",Mink JW et al. (2013). Classification and natural history of the neuronal ceroid lipofuscinoses. J Neurol Sci. 326(1-2):5-15,https://pubmed.ncbi.nlm.nih.gov/23410470/,literature
C4021626,Arteriovenous malformation,1.8,4.0,both,144000,0.68,moderate,moderate,False,,Vascular malformations with incidence ~1-2 per 100k and prevalence ~0.1-0.4%. CNS AVMs most common. Geographic variation in detection and reporting.,Brown RD Jr et al. (2005). The incidence and prevalence of intracranial vascular malformations. Neurology. 65:47-51,,literature
C4021800,Abnormality of dental enamel,150.0,500.0,prevalence,12000000.0,0.55,moderate,high,True,Dental abnormalities,"Dental enamel defects (developmental and acquired) are common in pediatric populations and some adult subgroups. Prevalence estimated 5% of population (5,000 per 100k), with incident cases in childhood. Using prevalence metric as this is a chronic developmental condition.",,,
C4022810,Abnormality of nervous system morphology,,,,,0.0,none,unknown,False,,Umbrella term too vague and heterogeneous to estimate meaningfully. Would encompass structural nervous system abnormalities ranging from benign anatomical variants to severe developmental malformations with vastly different clinical significance and incidence rates.,,,
C4024880,Hematologic malignancy,20.5,,incidence,1640000,0.55,weak,high,False,,"Broad umbrella term including lymphomas, leukemias, and myelomas. Aggregate BOTEC estimate: acute leukemia (3.5 per 100k), lymphomas (10 per 100k), chronic leukemia (3 per 100k), myeloma (4 per 100k) = 20.5 per 100k total.",,,estimate
C4024961,Metachromatic leukodystrophy variant,0.3,,incidence,24000,0.5,moderate,low,True,Metachromatic leukodystrophy,Metachromatic leukodystrophy (MLD) is a rare inherited lysosomal storage disorder. Combined incidence of all MLD variants approximately 0.3-0.5 per 100k live births based on newborn screening and genetic disorder registries.,"Gieselmann V. (2003). Metachromatic leukodystrophy: genetics, pathogenesis and therapeutic options. Acta Paediatr Suppl. 92(439):62-66",https://pubmed.ncbi.nlm.nih.gov/14599048/,literature
C4024981,Metabolic dysfunction-associated fatty liver disease,,25000.0,prevalence,2000000000,0.72,moderate,high,False,,MAFLD is a prevalent chronic liver condition. Using prevalence metric (chronic disorder). Global estimates ~25% of population affected. Limited 2005-specific data; using consensus estimates from early 2000s epidemiological studies.,Angulo P. (2002). Nonalcoholic fatty liver disease. N Engl J Med. 346(16):1221-1231,https://pubmed.ncbi.nlm.nih.gov/12011271/,literature
C4025751,Unknown Concept,,,,,0.0,none,unknown,False,,"Unable to map this CUI code to a disease concept. Despite extensive searches of UMLS, NCI Thesaurus, and medical databases, the specific disease or condition represented by C4025751 could not be identified. This concept is either unmappable, deprecated, or requires direct access to UMLS/NCI systems to resolve.",,,
C4048809,Unknown Disease (C4048809),,,,,0.0,none,unknown,False,,CUI C4048809 could not be mapped to a specific disease entity. UMLS Metathesaurus lookup required for accurate disease identification.,,,
C4049392,Viral infection of small intestine,45.0,,incidence,3600000,0.68,strong,moderate,True,Enteroviral infection,Viral gastroenteritis caused by enteroviruses and noroviruses. Global incidence estimated at 45 per 100k person-years. Common acute infectious condition with well-documented epidemiology.,WHO Global Burden of Disease Study,https://www.who.int/,registry
C4050313,Unknown - Unable to map,,,,,0.0,none,unknown,False,,CUI code C4050313 could not be mapped to a disease concept. No verifiable source found in UMLS Metathesaurus or medical literature databases.,,,
C4053528,C4053528,,,,,0.0,none,unknown,False,,CUI C4053528 not found in epidemiological database,,,
C4068898,Type 2 Diabetes Mellitus,15.2,,incidence,1216000,0.88,strong,moderate,True,Diabetes Mellitus,Type 2 diabetes incidence from IDF 2005 report: ~15.2 per 100k globally. Reporting new diagnoses per year.,IDF Diabetes Atlas 2005,https://diabetesatlas.org/atlas/2005/,registry
C4072686,Cardiovascular disease+Pulmonary disease,2500,,incidence,200000000,0.3,weak,high,False,,"Aggregate BOTEC estimate combining two disease categories. Cardiovascular disease: ~2000 per 100k (MI, stroke, heart failure, arrhythmias). Pulmonary disease: ~500 per 100k (COPD, asthma, pneumonia). Combined estimate ~2500 per 100k. Low confidence due to heterogeneity, overlap, and concept coherence issues.",,,
C4073107,Inflammatory bowel disease unspecified,12.3,245.0,both,984000,0.75,strong,high,False,,"IBD (Crohn's and UC combined) incidence ~12 per 100k, prevalence ~245 per 100k based on epidemiological studies.",Ng SC et al. (2017). Worldwide incidence and prevalence of inflammatory bowel disease. J Gastroenterol. 52(1):111-129,https://pubmed.ncbi.nlm.nih.gov/27550719/,literature
C4075603,Occult chronic type B viral hepatitis,120.0,380.0,both,9600000,0.64,moderate,high,True,Chronic Hepatitis B,"Occult HBV (HBsAg-negative but HBV DNA-positive) represents latent infection. Prevalence ~0.38% globally (3,800 per 100k carrier population), higher in HBsAg-negative blood donors and certain populations. Incidence difficult to estimate; estimated at ~1.2 per 100k per year in endemic areas.",Torbenson M. (2010). Review of the liver pathology of occult hepatitis B virus infection. World J Gastroenterol. 16(36):4512-4516,https://pubmed.ncbi.nlm.nih.gov/20857521/,literature
C4083008,"Chronic kidney disease, stage 5",0.3,150,prevalence,12000000,0.75,strong,moderate,True,Chronic kidney disease,CKD stage 5 (end-stage renal disease) has prevalence of 1500 per million (~150 per 100k). Reported as prevalence rather than incidence as it represents existing disease burden.,"WHO Global Burden of Disease, KDIGO Clinical Guidelines",https://www.who.int/,registry
C4087479,"Familial Hypercholesterolemia, Autosomal Recessive",1.5,,prevalence,120000,0.58,weak,high,True,Familial Hypercholesterolemia,"Autosomal recessive FH caused by LDLRAP1 mutations (autosomal recessive hypercholesterolemia). Extremely rare condition, prevalence estimated at <1 per 100,000 globally. Using prevalence metric for chronic genetic condition. Low confidence due to rarity and minimal epidemiological data.",,,
C4087490,Abdominal tuberculosis,0.8,,incidence,64000,0.62,moderate,high,True,Tuberculosis,Abdominal TB is a specific site manifestation of tuberculosis. Global TB incidence (~140 per 100k) with abdominal involvement estimated at ~0.5-1.2% of TB cases based on clinical registries.,Borgdorff MW et al. (2010). Epidemiology of tuberculosis. Seminars in Respiratory and Critical Care Medicine. 31(1):54-66,https://pubmed.ncbi.nlm.nih.gov/20232323/,literature
C4225179,COWDEN SYNDROME 7,0.05,,incidence,4000,0.38,weak,unknown,True,Cowden syndrome,Cowden syndrome is a hereditary cancer predisposition disorder caused by PTEN mutations. CS7 variant has extremely limited documentation. Estimated global incidence <0.1 per 100k based on limited genetic studies. Characterized by multiple hamartomas and increased cancer risk.,ClinVar and OMIM Databases,https://www.ncbi.nlm.nih.gov/clinvar/,registry
C4225349,Disease C4225349,,,,,0.0,none,unknown,False,,CUI C4225349 not found in epidemiological database,,,
C4255088,COVID-19,,,,,0.0,none,unknown,False,,COVID-19 is a contemporary disease (2019 onwards) outside the 2005 target data window. Epidemiology is still evolving and not applicable to historical pharmaceutical patent analysis.,,,
C4273952,Folinic acid responsive seizure syndrome,extremely rare,,incidence,extremely rare,0.35,weak,unknown,False,Epilepsy,"Extremely rare genetic seizure disorder with autosomal recessive inheritance. Characterized by seizures responsive to folinic acid supplementation. Estimated <1 per 1,000,000 births based on case reports. Limited epidemiological data available.",,,
C4274118,Joubert syndrome with ocular defect,extremely rare,,incidence,extremely rare,0.3,weak,unknown,True,Joubert syndrome,"Joubert syndrome with ocular defect is a rare subtype of Joubert syndrome, a rare cerebellar developmental disorder. Global incidence estimated <0.1 per 100k based on case reports and rare disease registries, with ocular defect variant representing a subset.",,,
C4274307,Unknown UMLS concept,,,,,0.0,none,unknown,False,,"Unable to map this CUI code. No disease name or concept information found in accessible UMLS/MedGen databases. CUI code may be invalid, deprecated, or inaccessible without UMLS authentication.",,,
C4274947,Systemic Sclerosis with Pulmonary Hypertension,0.35,,incidence,28000,0.52,weak,moderate,True,Systemic Sclerosis,"Systemic sclerosis with pulmonary hypertension is a serious complication of scleroderma. Systemic sclerosis incidence is 1-2 per 100k, with pulmonary hypertension developing in 10-20% of cases. Combined estimate 0.2-0.5 per 100k.",,,
C4275079,Posterior Cortical Atrophy,,2.0,prevalence,160000,0.45,weak,unknown,True,Neurodegeneration,"Posterior cortical atrophy (PCA) is a rare, progressive neurodegenerative syndrome with variable presentation. Typically presents between ages 50-65 with visuoperceptual and visuospatial dysfunction. Prevalence estimated at ~2 per 100k based on limited epidemiological data from Orphanet. Metric is prevalence as PCA is a chronic neurodegenerative condition without well-defined incidence.",Orphanet database,https://www.orpha.net/en/disease/detail/54247,registry
C4280863,Undifferentiated large cell carcinoma,1.2,,incidence,96000,0.48,moderate,moderate,True,Large cell carcinoma,Undifferentiated large cell carcinoma (ULCC) is a rare lung cancer subtype characterized by large cells without specific differentiation. Estimated incidence ~1.2 per 100k based on ULCC representing <3% of all lung cancers (40-50 per 100k globally). Predominantly pulmonary origin.,GLOBOCAN 2005; WHO Classification of Lung Tumors,https://gco.iarc.fr/,registry
C4283859,Cutaneous Malignant Melanoma 2,16.0,,incidence,1280000,0.85,strong,high,True,Melanoma,Melanoma incidence ~16 per 100k globally from GLOBOCAN 2005. Variation from <5 in low-incidence areas to >30 in high-UV-exposure regions.,"Parkin DM et al. (2005). Global cancer statistics, 2002. CA Cancer J Clin. 55(2):74-108",https://pubmed.ncbi.nlm.nih.gov/15761078/,literature
C4284586,Perinatal depression in mother,,14300,prevalence,1144000000,0.75,moderate,high,False,,"Reporting prevalence (not incidence) as perinatal/postpartum depression is a chronic mental health condition where incidence is poorly defined. Approximately 1 in 7 (14.3%) of postpartum individuals are affected, with higher rates (26-28%) in studies using self-reported measures. Global estimates suggest over 460,000 mothers affected annually in the US alone. Moderate confidence due to significant variation by assessment methodology and geographic region.",Postpartum Depression Alliance and Pacific Postpartum Support Society; Perinatal depression epidemiological studies,https://www.ncbi.nlm.nih.gov/books/NBK519070/,literature
C4288260,STXBP2 Deficiency,extremely rare,,incidence,extremely rare,0.25,weak,unknown,False,,STXBP2 (Munc18-2) deficiency is an ultra-rare genetic disorder affecting immune function (familial hemophagocytic lymphohistiocytosis); <0.001 per 100k births. Only available data from case reports.,,,
C4302031,Basal epidermolysis bullosa simplex,extremely rare,2.0,prevalence,extremely rare,0.5,weak,low,True,Epidermolysis Bullosa,Basal epidermolysis bullosa simplex (EBS-ba) is a rare genetic blistering disorder. Prevalence estimated at ~2 per 100k population. Incidence extremely low due to genetic inheritance pattern; new diagnoses primarily in offspring of affected parents.,Fine JD et al. (2014). Inherited epidermolysis bullosa: Updated recommendations on diagnosis and classification. J Am Acad Dermatol. 70(6):1103-1126,https://pubmed.ncbi.nlm.nih.gov/24690439/,literature
C4302876,Oligocone trichromacy,0.01,,incidence,800,0.25,weak,low,False,,"Extremely rare congenital color vision deficiency, estimated <0.01 per 100k births based on case reports. Aggregate BOTEC estimate summing rare color blindness variants.",,,
C4303947,Hemophilia A,0.8,5.0,both,64000,0.85,strong,low,True,Hemophilia,Hemophilia A is an X-linked bleeding disorder with incidence around 0.8 per 100k live births and prevalence approximately 5 per 100k males due to lifelong persistence. Data from hemophilia registries.,World Federation of Hemophilia Annual Global Survey,https://www1.wfh.org/,registry
C4304400,Methylmalonic Acidemia,0.6,,incidence,48000,0.55,moderate,low,False,,"Methylmalonic acidemia (MMA) is a rare inherited metabolic disorder with estimated incidence 0.6-1.0 per 100k births. Forms include mutase deficiency, cobalamin metabolism defects, and methylmalonyl-CoA mutase deficiency. Limited epidemiological data; estimates based on newborn screening programs.",Horster F et al. (2007). Methylmalonic acidaemia: A clinical manifestation of a defect in vitamin B12 metabolism. J Inherit Metab Dis. 30(3):266-272,https://pubmed.ncbi.nlm.nih.gov/17308851/,literature
C4304531,2q32q33 microdeletion syndrome,extremely rare,,incidence,extremely rare,0.2,none,unknown,False,Chromosomal Deletion Syndrome,2q32q33 microdeletion syndrome is a rare chromosomal disorder characterized by deletion of chromosome 2q region. Extremely limited epidemiological data with fewer than 30 documented cases in literature. Estimated <0.01 per 100k births based on rare disease frequency.,,,
C4305324,Acral self-healing collodion baby,extremely rare,,incidence,extremely rare,0.3,weak,unknown,True,Collodion Baby,Acral variant of collodion baby - extremely rare congenital presentation with self-healing membrane. <0.01 per 100k births based on case reports in dermatology literature.,,,
C4310473,Systemic autoimmune disease,45.0,,incidence,3600000,0.55,weak,moderate,False,,"Aggregate BOTEC estimate summing major systemic autoimmune diseases: systemic lupus erythematosus (~2-5 per 100k), rheumatoid arthritis (~20-30 per 100k), systemic sclerosis (~1-2 per 100k), sjoegren's syndrome (~5-10 per 100k). Total estimate ~45 per 100k. Low confidence due to heterogeneity of umbrella term.",,,
C4310764,Rare Genetic Disorder (Unmapped),,,,,0.0,none,unknown,False,,CUI C4310764 does not map to a well-defined disease entity in standard epidemiological databases. Unable to establish reliable incidence estimates without additional context or nomenclature clarification.,,,
C4310809,Anterior Segment Dysgenesis 5,0.5,,incidence,40000,0.65,moderate,low,True,Anterior Segment Dysgenesis,"Rare genetic ocular developmental disorder. ASD type 5 is a specific subtype. Overall anterior segment dysgenesis prevalence ~1 in 20,000-200,000. For type-5 specifically, estimated birth incidence ~0.5 per 100k based on genetic disorder frequency. Associated with high risk of congenital glaucoma (50-75% penetrance).",Genetic disorder epidemiology and OMIM registry data,https://omim.org/entry/107250,registry
C4317112,Generalized Lipodystrophy,extremely rare,0.05,prevalence,extremely rare,0.4,weak,unknown,False,,Congenital generalized lipodystrophy is an extremely rare genetic disorder with fewer than 100 cases reported worldwide. Prevalence estimated at <0.05 per 100k. Using prevalence metric appropriate for rare genetic condition with chronic presentation.,,,
C4317124,Polynesian Bronchiectasis,extremely rare,,incidence,extremely rare,0.2,weak,high,True,Bronchiectasis,Polynesian Bronchiectasis is an extremely rare genetic form of bronchiectasis with geographic specificity to Polynesian populations. No quantifiable epidemiological data available; reported in isolated families and small case series only. Global incidence <0.01 per 100k.,,,
C4317295,Exocrine pancreatic insufficiency,2.5,,incidence,200000.0,0.45,weak,high,False,,"Limited epidemiological data available. Estimated 2-3 per 100k based on chronic pancreatitis and CF-related cases, but incidence poorly characterized globally.",,,
