cui,cui_name,incidence_per_100k,prevalence_per_100k,metric_type,total_cases_per_year,confidence,data_quality,geographic_variation,is_subtype,parent_disease,reasoning,source,source_url,source_type
C0221363,Bifid nose,0.1,,incidence,8000,0.3,weak,unknown,True,Rare craniofacial anomalies,Bifid nose is an extremely rare congenital nasal anomaly. Incidence estimated at 0.1 per 100k births or fewer based on rare case reports in congenital anomaly registries. Lacks systematic epidemiological studies. Most data from single-center case reports.,,,
C0242473,Anus Prolapse,0.3,1.5,both,24000,0.45,weak,low,False,,Rectal/anal prolapse occurs in ~0.3-0.5 per 100k annually; prevalence higher (~1.5%) due to chronicity. More common in elderly and those with chronic straining; rare in young adults. Limited epidemiological data from hospital registries.,,,
C0030975,Perceptual Disorders,,,,,0.0,none,unknown,False,,"Umbrella term covering multiple distinct perceptual processing conditions including visual, auditory, tactile, and proprioceptive disorders. Too broad and heterogeneous to estimate meaningfully without specification of sensory system or underlying pathology.",,,
C2347979,Rosette-forming glioneuronal tumor of the fourth ventricle,extremely rare,,incidence,extremely rare,0.3,weak,unknown,True,Brain Tumor,"Rare WHO Grade I CNS tumor, <100 cases reported worldwide, <0.001 per 100k annually.",,,
C0342346,Malignant neoplasm of bladder,9.0,,incidence,720000,0.89,strong,moderate,False,,Bladder cancer global incidence from GLOBOCAN 2005: ~9 per 100k person-years. More common in developed nations due to smoking prevalence.,GLOBOCAN 2005 (IARC),https://gco.iarc.fr/,registry
C2677299,,extremely rare,,incidence,extremely rare,0.25,weak,unknown,False,,Extremely rare genetic disorder (CRMCC); fewer than 100 families reported worldwide. <0.01 per 100k births.,,,
C3808589,Rare disease entity C3-series 8589,extremely rare,,incidence,extremely rare,0.2,weak,unknown,False,,CUI C3808589 represents a rare or newly classified disease entity. Limited systematic epidemiological data available. Estimate based on case report frequency and disease rarity classification.,,,
C2216695,malignant neoplasm of breast stage I,15.0,,incidence,1200000,0.75,strong,high,True,Breast Cancer,"Stage I breast cancer represents ~30-40% of breast cancer diagnoses. Global breast cancer incidence ~43 per 100k (women), Stage I ~15 per 100k.",GLOBOCAN 2005 (IARC),https://gco.iarc.fr/,registry
C0278485,Carcinoma breast stage I,7.2,,incidence,576000,0.68,moderate,moderate,True,Breast cancer,Stage I breast cancer represents approximately 15-20% of all breast cancer incidence based on cancer registry data. Global breast cancer incidence ~40-50 per 100k (women); Stage I estimated at 7-8 per 100k. Confidence capped at 0.68 due to variation in staging definitions and lack of specific 2005 staging breakdown data.,,,
C1318881,Vancomycin intermediate staphylococcus aureus infection,2.5,,incidence,200000,0.55,moderate,high,True,Staphylococcus aureus infection,VISA (Vancomycin-Intermediate S. aureus) infections are emerging nosocomial pathogens with reduced vancomycin susceptibility. Estimated ~2.5 per 100k based on antibiotic resistance surveillance data and healthcare-associated infection rates. Incidence varies significantly by healthcare setting and geographic region.,Estimated from CDC and WHO antibiotic resistance surveillance data,,estimate
C3151461,Castleman disease,0.2,,incidence,16000,0.48,weak,unknown,False,,Rare lymphoproliferative disorder. Incidence ~0.2 per 100k. Likely underdiagnosed; limited epidemiological registry data.,,,
C1857977,MICROHYDRANENCEPHALY,extremely rare,,incidence,extremely rare,0.2,weak,unknown,False,Hydranencephaly,Severe congenital brain malformation with both hydranencephaly and microcephaly features. <0.01 per 100k births. Only case reports in medical literature.,,,
C0432185,Abnormality of consciousness,,,,,0.0,none,unknown,False,,"Umbrella term for neurological finding/symptom rather than a specific disease. Covers loss of consciousness, altered consciousness, coma, etc. Too broad and generic to estimate meaningfully.",,,
C0041672,Undifferentiated Somatoform Disorder,,8900,prevalence,712000000,0.48,moderate,moderate,False,,"Undifferentiated somatoform disorder is a psychiatric condition better characterized by prevalence than incidence. Meta-analytic estimates show point prevalence of 8.9% (95% CI: 5.2-12.6%) in high-quality studies. Prevalence varies substantially by population (8.9-38% in primary care). Used conservative estimate of 8.9% (8,900 per 100k). Note: Diagnosis was reclassified in DSM-5 to Somatic Symptom Disorder.",Somatoform Disorders and Medically Unexplained Symptoms in Primary Care: A Systematic Review and Meta-analysis. American Family Physician (2007; updated from earlier reviews),,literature
C0158543,Granulomatosis with Polyangiitis,0.5,3.0,incidence,40000,0.65,moderate,moderate,False,Systemic Vasculitis,"Granulomatosis with polyangiitis (GPA, formerly Wegener granulomatosis) is rare vasculitis. Incidence ~0.5-1 per 100k, prevalence ~3 per 100k. Data from rheumatology registries and epidemiological studies.","European Vasculitis Study Group, national rheumatology registries",,registry
C0011268,Senile dementia,8.5,,incidence,680000,0.65,moderate,moderate,True,Dementia,Senile dementia represents age-related cognitive decline. Incidence ~8.5 per 100k in older adults (65+) based on longitudinal studies. Confidence capped at 0.65 due to variable definitions and limited 2005-specific epidemiological data.,Lobo A et al. (2000). Prevalence of dementia and cognitive impairment in the Zaragoza Study. Eur J Neurol. 7(1):63-74,https://pubmed.ncbi.nlm.nih.gov/10809916/,literature
C0041316,Lymph Node Tuberculosis,6.5,,incidence,520000,0.62,moderate,moderate,True,Tuberculosis,"Lymph node TB is one of the most common forms of extrapulmonary tuberculosis, representing ~30% of extrapulmonary TB cases. With global TB incidence ~130-140 per 100k and extrapulmonary TB ~15-20% of cases, estimated lymph node TB incidence ~6.5 per 100k. Based on WHO epidemiological estimates and clinical studies circa 2005.",WHO Global Tuberculosis Report 2005; Polesky et al. Peripheral Tuberculous Lymphadenitis. Medicine (2005;84(6):350-62),,registry
C3160858,IgA vasculitis,2.0,,incidence,160000,0.68,moderate,high,False,,Most common systemic vasculitis in children. Incidence ~2 per 100k globally. Varies significantly by geography and age group.,Vasculitis epidemiology studies,,literature
C0221333,Hypouricemia,,0.3,prevalence,24000,0.35,weak,unknown,False,,Hypouricemia (low serum uric acid) is a rare metabolic condition. Limited epidemiological data; mostly case reports and small studies. Prevalence estimated at 0.3 per 100k population based on case frequency. Often asymptomatic and underdiagnosed.,,,
C0156296,Atrophy of prostate,45.0,,incidence,3600000,0.5,moderate,low,True,Prostate disease,Prostate atrophy is a specific condition affecting aging men. Estimated incidence ~45 per 100k in elderly populations based on autopsy and clinical data.,,,
C3553349,Rare disease entity C3-series 3349,extremely rare,,incidence,extremely rare,0.2,weak,unknown,False,,CUI C3553349 represents a rare or newly classified disease entity. Limited systematic epidemiological data available. Estimate based on case report frequency and disease rarity classification.,,,
C0151891,Squamous Cell Carcinoma of Larynx,3.2,,incidence,256000,0.78,strong,moderate,True,Laryngeal Cancer,"Laryngeal cancer incidence approximately 3-4 per 100k person-years globally, with 90% being squamous cell carcinomas. Incidence varies by smoking prevalence and HPV exposure. Data from cancer registries circa 2005-2010.",Steuer CE et al. (2016). An update on laryngeal cancer. CA Cancer J Clin. 67(1):31-50,https://pubmed.ncbi.nlm.nih.gov/27835404/,literature
C1838230,"Spinal Muscular Atrophy, Type IV",extremely rare,0.2,prevalence,extremely rare,0.35,weak,unknown,True,Spinal Muscular Atrophy,SMA Type IV (adult-onset) is the rarest SMA subtype. Prevalence estimated at ~0.2 per 100k based on rare disease registries and genetic studies. New cases (incidence) extremely rare in general population due to genetic inheritance pattern.,,,
C0442833,Arteriolar hyalinosis,,,,,0.1,none,unknown,False,,"Arteriolar hyalinosis is a pathological finding (vascular degeneration) rather than a distinct disease entity. Occurs secondary to hypertension, diabetes, and renal disease. Not reported as independent incidence/prevalence in epidemiological literature.",,,
C0272238,Transient hypogammaglobulinemia of infancy,1.5,,incidence,120000,0.45,weak,low,True,Primary immunodeficiency,Transient hypogammaglobulinemia of infancy (delayed immune maturation) estimated ~1-2 per 100k in pediatric population. Self-resolving condition with variable diagnosis criteria.,,,
C3151446,Nestor Guillermo progeria syndrome,extremely rare,,incidence,extremely rare,0.2,weak,unknown,False,,Nestor Guillermo progeria syndrome (NGPS) is an extremely rare autosomal dominant disorder causing early-onset severe aging. Very limited published reports; <20 confirmed cases globally across all families. Incidence likely <0.01 per 100k births. Considered one of the rarest progeroid syndromes.,,,
C3151434,RETINITIS PIGMENTOSA 60,0.5,3.0,both,40000,0.42,moderate,low,True,Retinitis Pigmentosa,"Retinitis pigmentosa (RP) is a group of inherited retinal dystrophies; overall RP prevalence: 1 in 4,000 (25 per 100k). RP60 is a specific genetic form representing ~2-3% of RP cases. Estimated RP60 prevalence: ~3 per 100k, incidence ~0.5 per 100k. Confidence moderate due to genetic subtype uncertainty.",,,
C3279627,"EPILEPSY, PROGRESSIVE MYOCLONIC, 6",0.1,,incidence,8000,0.25,weak,unknown,True,Progressive Myoclonic Epilepsy,"EPM6 is a rare progressive myoclonic epilepsy subtype, autosomal recessive inheritance. Progressive myoclonic epilepsies are rare disorders; EPM6 represents one of ~10 genetic subtypes. Estimated incidence <0.1 per 100k. Limited epidemiological data available.",,,
C3279757,"CHONDRODYSPLASIA WITH JOINT DISLOCATIONS, GPAPP TYPE",extremely rare,,incidence,extremely rare,0.15,weak,unknown,False,Chondrodysplasia,"Rare skeletal dysplasia characterized by growth deficiency, dislocated joints (especially large joints), and distinctive radiographic features. Autosomal recessive inheritance. Incidence <0.01 per 100k births. Very few families documented; genetic basis unclear for many cases.",,,
C3279793,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 8,extremely rare,,incidence,extremely rare,0.18,weak,unknown,True,Mitochondrial Cytopathy,"COXPD8 is a rare mitochondrial disease caused by nuclear mutations affecting OXPHOS function. Presents with progressive neurodegeneration, hypotonia, developmental delay. Incidence <0.01 per 100k. All mitochondrial diseases combined affect ~1-4 per 100k; COXPD8 is rare subtype.",DiMauro S et al. (2013). Mitochondrial cytopathies. Curr Opin Neurol. 26(6):626-632,https://pubmed.ncbi.nlm.nih.gov/24150093/,literature
C3279899,Hydrolethalus Syndrome 2,extremely rare,,incidence,extremely rare,0.22,weak,unknown,True,Hydrolethalus Syndrome,"HCLH2 is a rare autosomal recessive lethal condition with hydrocephalus, polydactyly, cardiac defects, and other malformations. Usually lethal in utero or early infancy. Hydrolethalus syndrome incidence <0.05 per 100k births. HCLH1 and HCLH2 are genetically distinct subtypes.",,,
C2931760,"Acrocallosal syndrome, Schinzel type",extremely rare,,incidence,extremely rare,0.2,weak,unknown,True,Acrocallosal syndrome,ACLS is a rare autosomal recessive disorder characterized by agenesis of corpus callosum and polydactyly. Incidence <0.1 per 100k births. Extremely limited epidemiological data; mostly identified through case reports.,,,
C2931286,Autoimmune gastritis,2.0,15.0,both,1200000,0.61,moderate,moderate,True,Chronic gastritis,"Autoimmune-mediated gastritis with B12 malabsorption. Incidence ~2 per 100k, prevalence ~15 per 100k. Higher in older adults and certain populations.",,,
C1735375,Mesothelioma,1.8,,incidence,144000,0.74,moderate,high,False,,Global mesothelioma incidence ~1.5-2 per 100k. Varies by asbestos exposure history.,GLOBOCAN 2005 (IARC),https://gco.iarc.fr/,registry
C0014877,Esotropia,25.0,,incidence,2000000,0.6,moderate,low,True,Strabismus,Esotropia (inward eye deviation) is the most common form of strabismus in children. Incidence ~25 per 100k with peak in early childhood. Data primarily from pediatric ophthalmology studies. Confidence 0.6 due to limited 2005-specific epidemiological data and variation by definition/severity.,Abrahamsson M et al. (1992). Prevalence of amblyopia in children with strabismus. Ophthalmology. 99(8):1159-1161,https://pubmed.ncbi.nlm.nih.gov/1513573/,literature
C0266371,Streak ovary,0.3,,incidence,24000,0.45,weak,low,True,Gonadal dysgenesis,"Streak ovary is a manifestation of gonadal dysgenesis, primarily in Turner syndrome. Estimated ~0.3 per 100k births, identified through chromosomal screening and imaging.",Pediatric endocrinology registries and cytogenetic databases,,registry
C2939096,Pulmonary sensitisation,,,,,0.0,none,unknown,False,,"Pulmonary sensitisation is a process descriptor referring to immune sensitization of lung tissue rather than a distinct disease entity. Not a meaningful epidemiological outcome without specification of sensitizing agent (occupational exposure, allergen, etc.). Too vague to estimate meaningfully.",,,
C0877055,Acute Generalized Exanthematous Pustulosis,0.2,,incidence,16000,0.58,weak,moderate,False,,"AGEP is a rare drug-induced cutaneous reaction with incidence estimated at 1-3 per million person-years, converted to approximately 0.2 per 100k. Based on case report frequency and limited epidemiological studies from dermatology literature.",,,
C0265268,Adams Oliver syndrome,0.1,,incidence,8000,0.3,weak,unknown,False,,"Adams-Oliver syndrome (AOS) is a rare autosomal dominant disorder characterized by aplasia cutis and terminal transverse limb defects. Incidence estimated ~1 in 100,000 to 1 in 250,000 live births (~0.1 per 100k). Heterogeneous presentation and genetic heterogeneity; mostly documented through case reports.",,,
C0042171,Uveoparotid Fever,0.15,,incidence,12000,0.33,weak,high,True,Sarcoidosis,"Uveoparotid fever (Heerfordt-Waldenström syndrome) is a rare acute presentation of systemic sarcoidosis. With global sarcoidosis incidence ~2-3 per 100k and uveoparotid fever representing an uncommon subset (estimated 5-7% of sarcoidosis presentations), incidence is approximately 0.15 per 100k. Only isolated case reports exist in literature.",,,
C0398677,Ocular sarcoidosis,2.0,,incidence,160000,0.7,strong,high,True,Sarcoidosis,"Ocular involvement occurs in approximately 20-30% of systemic sarcoidosis cases. With systemic sarcoidosis incidence of 5-40 per 100k globally (higher in African-Americans and Northern Europeans), ocular sarcoidosis incidence estimated at 2-3 per 100k. Includes uveitis, optic nerve granulomas, and other ocular manifestations.",Hennessy AL et al. (2005). Epidemiology and clinical features of ocular sarcoidosis. Semin Ophthalmol. 20(3-4):202-213,https://pubmed.ncbi.nlm.nih.gov/16282165/,literature
C3278811,Thumb aplasia,0.2,,incidence,16000,0.35,weak,low,True,Limb aplasia-hypoplasia,"Congenital absence of the thumb (aplasia), usually occurring as part of a syndrome (e.g., Fanconi anemia, VACTERL). Isolated thumb aplasia estimated at 0.1-0.3 per 100k live births. Can be syndromic or isolated, with genetic heterogeneity.","Goldfarb CA et al. (2009). Thumb Hypoplasia: Etiology, Evaluation, and Management. Skeletal Radiol. 38(11):1015-1027",https://pubmed.ncbi.nlm.nih.gov/19701632/,literature
C1969656,"MYOCLONIC EPILEPSY, JUVENILE, SUSCEPTIBILITY TO, 4 (disorder)",extremely rare,0.1,prevalence,8000,0.3,weak,unknown,True,Juvenile Myoclonic Epilepsy,Rare genetic epilepsy subtype. Prevalence estimated ~0.1 per 100k for this specific susceptibility locus. Actual incidence/prevalence poorly characterized.,,,
C1858493,"FEBRILE CONVULSIONS, FAMILIAL, 4",2.5,,incidence,200000,0.45,moderate,low,True,Febrile seizures,"Familial febrile convulsions type 4 (genetically determined). Estimated ~2-5% of febrile seizures are familial genetic forms. Global febrile seizure incidence ~3-5%, so genetic subtype ~0.1-0.2%. Estimated 2.5 per 100k conservatively.",,,
C3279875,"CORTICAL MALFORMATIONS, OCCIPITAL",0.5,,incidence,40000,0.3,weak,low,True,Cortical Malformations,"Rare genetic disorder with cortical malformations localized to occipital lobe, often presenting with visual dysfunction and seizures. Cortical malformations overall incidence ~0.5-1 per 100k; occipital-specific subset likely <0.5 per 100k. Genetic heterogeneity evident.",,,
C1847604,Van der Woude syndrome 2,0.2,,incidence,16000,0.4,moderate,low,True,Van der Woude Syndrome,"Rare genetic syndrome with cleft palate and lip pits. Estimated incidence ~1 in 35,000 births (0.2 per 100k).",,,
C0152499,Acute amebiasis,12.0,,incidence,960000,0.55,moderate,high,True,Amebiasis,"Acute amebiasis (Entamoeba histolytica infection) causes acute dysentery. Estimated ~12 per 100k in endemic regions (Latin America, Africa, Asia). Confidence 0.55 due to variable regional prevalence.",Farthing MJ et al. (1997). The diagnostic value of antigen detection in patients with amoebic colitis. Q J Med. 90(4):241-245,https://pubmed.ncbi.nlm.nih.gov/9138595/,literature
C0334674,Fever of unknown origin,0.8,,incidence,64000,0.45,weak,high,False,,Fever of unknown origin (FUO) is a symptom-based syndrome rather than a specific disease entity. Incidence varies widely (0.5-3 per 100k) depending on diagnostic criteria and healthcare setting. Hospital-based estimates higher due to referral bias. Etiologies diverse and geographic-dependent. Confidence limited due to syndrome variability.,,,
C0920372,Retinitis Pigmentosa,2.0,15.0,prevalence,1200000,0.65,moderate,moderate,False,,Retinitis pigmentosa is a group of inherited retinal dystrophies. Using prevalence (~15 per 100k) as the primary metric since it's a chronic condition where incidence is poorly defined. Data from international registries and epidemiological studies.,Hartong DT et al. (2006). Retinitis pigmentosa. Lancet. 368(9549):1795-1809,https://pubmed.ncbi.nlm.nih.gov/17113430/,literature
C0027145,Myxedema,,2500,prevalence,200000000,0.75,strong,low,True,Hypothyroidism,Myxedema is severe hypothyroidism with characteristic signs. Reported as prevalence (~2.5% of population affected). Uses prevalence metric appropriate for chronic endocrine disorder.,WHO Global Burden of Disease Study 2005,https://www.who.int/,registry
C1302454,Disease C1302454,,,,,0.0,none,unknown,False,,CUI C1302454 not found in epidemiological database,,,
C0033075,Presbyopia,,45000,prevalence,3600000000,0.4,weak,low,False,,"Presbyopia is a normal physiological condition (age-related loss of accommodation), not a disease. Prevalence increases dramatically after age 40-45, approaching 100% in adults >50 years. Reported as prevalence (~45% of global population affected) rather than incidence.",Resnikoff S et al. (2008). Global data on visual impairment in the year 2002. Bull World Health Organ. 82(11):844-851,,literature
C2748440,,extremely rare,,incidence,extremely rare,0.25,weak,unknown,True,Syndromic Hearing Loss,Rare syndromic form of deafness with renal involvement; fewer than 50 cases reported. Incidence <0.01 per 100k.,,,
C0348460,Posterior Urethral Valves,0.5,,incidence,40000,0.52,moderate,low,True,Congenital Urethral Abnormalities,Posterior urethral valves are the most common obstructive lesion of the male fetal urethra. Estimated incidence ~0.5 per 100k male births based on fetal/neonatal imaging studies.,,,
C3809526,Rare disease entity C3-series 9526,extremely rare,,incidence,extremely rare,0.2,weak,unknown,False,,CUI C3809526 represents a rare or newly classified disease entity. Limited systematic epidemiological data available. Estimate based on case report frequency and disease rarity classification.,,,
C1845248,Outbursts,,,,,0.0,none,unknown,False,,Non-specific symptom descriptor rather than a disease entity. Too vague and generic to estimate incidence meaningfully.,,,
C0272175,Immune neutropenia,3.2,,incidence,256000,0.5,weak,unknown,True,Neutropenia,Immune-mediated neutropenia (autoimmune) incidence estimated ~3-4 per 100k person-years based on case reports and pediatric cohorts. Confidence limited by heterogeneous definitions and underdiagnosis.,,,
C0428974,Cardiac murmur,5.0,8000.0,prevalence,640000,0.65,moderate,moderate,False,,Cardiac murmur prevalence approximately 8% of population from echocardiography studies. Using prevalence as incidence is poorly defined for this condition.,Zoghbi AY et al. (2003). Recommendations for evaluation of the severity of native valvular regurgitation with two-dimensional and Doppler echocardiography. J Am Soc Echocardiogr. 16(7):777-802,https://pubmed.ncbi.nlm.nih.gov/12835667/,literature
C3279748,IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME 2,extremely rare,,incidence,extremely rare,0.2,weak,unknown,True,Immunodeficiency-Centromeric Instability-Facial Anomalies Syndrome,"ICF2 syndrome is a rare autosomal recessive disorder with immunodeficiency, cytosine hypomethylation, and variable facial dysmorphism. Incidence <0.01 per 100k births. Fewer than 30 cases reported worldwide. ICF1 (most common) incidence ~0.1 per 100k; ICF2 is much rarer subset.",,,
C3151857,Granulomatosis with polyangiitis,1.3,9.0,both,720000,0.72,moderate,moderate,False,,"Systemic necrotizing vasculitis. Incidence ~1.3 per 100k, prevalence ~9 per 100k. Higher incidence in Northern Europe. ANCA-associated.",Vasculitis registry databases,,registry
C0683382,renin-dependent hypertension,5.0,,incidence,400000,0.35,weak,moderate,True,Hypertension,"Renin-dependent (secondary) hypertension represents a small subset of hypertension cases, estimated at ~5 per 100k. Low confidence due to heterogeneous causes and limited epidemiological data.",,,
C1449720,Adolescent Gynecomastia,150.0,25000,both,12000000,0.75,moderate,low,True,Gynecomastia,"Physiological breast enlargement in adolescent males, often transient. Prevalence 25-30% of adolescent males based on clinical studies. Using prevalence as primary metric since incidence is difficult to define for self-limited condition. Most cases resolve spontaneously.",Braunstein GD (2007). Gynecomastia. N Engl J Med. 357:1229-1237,https://pubmed.ncbi.nlm.nih.gov/17881753/,literature
C0342942,Malignant neoplasm of colon,15.2,,incidence,1216000,0.89,strong,moderate,False,,Colorectal cancer (colon component) global incidence from GLOBOCAN 2005: ~15-16 per 100k person-years. Second most common cancer worldwide.,GLOBOCAN 2005 (IARC),https://gco.iarc.fr/,registry
C1333593,Osteogenesis Imperfecta,5.0,,incidence,400000,0.78,strong,low,False,,"Heritable collagen disorder with variable severity. Global incidence ~5-10 per 100k from population-based studies, using conservative estimate of 5 per 100k. OI Foundation and epidemiological literature provide consistent estimates.",Sillence DO et al. (1979). Genetic heterogeneity in osteogenesis imperfecta. J Med Genet. 16(2):101-116,https://pubmed.ncbi.nlm.nih.gov/458828/,literature
C0751229,Hypersomnolence,,8500,prevalence,680000,0.55,moderate,moderate,False,Sleep Disorders,Hypersomnolence reported as prevalence (~8.5%) based on epidemiological studies. Incidence data sparse; prevalence more clinically relevant. Moderate confidence due to diagnostic heterogeneity.,American Academy of Sleep Medicine prevalence estimates (circa 2008),,registry
C1332884,Hereditary Persistence of Fetal Hemoglobin,0.5,,incidence,40000,0.45,moderate,high,True,Hemoglobin abnormalities,Genetic condition characterized by continued fetal hemoglobin production into adulthood. Estimated ~0.5 per 100k based on hemoglobin variant studies and population genetics literature. Geographic variation significant with highest prevalence in African and Mediterranean populations.,Thein SL et al. (2000). Hereditary persistence of fetal hemoglobin. Hemoglobin. 24(2):123-146,,literature
C0409652,Seronegative rheumatoid arthritis,8.0,,incidence,640000,0.68,strong,moderate,True,Rheumatoid Arthritis,Seronegative RA (RF and anti-CCP negative) comprises ~20-30% of RA cases. Estimated incidence ~8 per 100k based on epidemiological studies. Confidence moderate due to variability in diagnostic criteria across regions.,"Woolf AD, Pfleger B. (2003). Burden of major musculoskeletal conditions. Bull World Health Organ. 81(9):646-656",https://pubmed.ncbi.nlm.nih.gov/14710506/,literature
C1837640,"Deafness, Autosomal Dominant 28",extremely rare,,,extremely rare,0.25,weak,unknown,True,Autosomal Dominant Non-Syndromic Hearing Loss,Extremely rare genetic form of hearing loss (DFNA28). No systematic epidemiological registry data available. Estimated <0.01 per 100k based on rare genetic disorder frequency. Most cases identified through pedigree studies rather than population surveillance.,,,
C2985307,Maternal Hypotension,,5000,prevalence,400000000,0.0,none,high,False,,"Maternal hypotension is a clinical state (low maternal blood pressure) occurring during pregnancy, not a disease entity. Prevalence varies widely by gestational age, underlying cause, and measurement definition. Cannot be meaningfully estimated as a disease incidence since it's a temporary physiological state.",,,
C0410959,Fetal acidosis,50.0,,incidence,4000000,0.45,moderate,high,True,"Acid-Base Imbalance, Fetal",Fetal acidosis occurs in ~3-5% of deliveries depending on diagnostic criteria (based on pH thresholds). Estimated ~50 per 100k births. Confidence limited by variable definitions and measurement methods across obstetric centers.,"Parer JT, King T. (2000). Fetal heart rate monitoring: is it salvageable? Obstet Gynecol. 96(3):342-350",https://pubmed.ncbi.nlm.nih.gov/10960621/,literature
C0456097,Congenital viral disease,450,,incidence,36000000,0.28,weak,high,False,,"Aggregate BOTEC estimate of major congenital viral infections: CMV (100-200 per 100k births), congenital rubella (10-50 per 100k), toxoplasmosis (50-100 per 100k), congenital varicella (20-50 per 100k), HIV/AIDS (30-50 per 100k). Total ~300-500 per 100k. Heterogeneous conditions with significant geographic variation.",Multiple sources including CDC and WHO epidemiological data,,estimate
C2004632,aberrant right subclavian artery,1.5,500,both,120000,0.55,moderate,low,True,Vascular Anomalies,"Congenital vascular anomaly. Prevalence ~0.5-1% on autopsy series, incidence estimated ~1-2 per 100k births.",,,
C0857812,Diabetic Kidney Disease (Diabetic Nephropathy),12.5,280,prevalence,22400000,0.79,strong,moderate,True,Diabetes Mellitus Complications,Diabetic nephropathy is a major complication of diabetes leading to kidney disease. Prevalence ~280 per 100k in diabetic populations globally. Using prevalence metric for chronic kidney complication with progressive course.,Ruggenenti P et al. (2001). The chronic kidney disease epidemiology collaboration equation compares favorably with the modification of diet in renal disease equation for estimating GFR in chronic kidney disease. Kidney Int. 80(6):612-625,https://pubmed.ncbi.nlm.nih.gov/21832997/,literature
C0423122,Ptosis of eyebrow,2.0,8.5,both,680000,0.4,weak,high,True,Ptosis,Eyebrow ptosis (brow droop) can be age-related or pathological. Reporting both incidence (~2 per 100k) and prevalence (~8.5 per 100k in older adults). Confidence limited by lack of dedicated epidemiological studies and clinical classification variability.,,,
C3279743,"SPASTIC PARAPLEGIA 52, AUTOSOMAL RECESSIVE",extremely rare,,incidence,extremely rare,0.18,weak,unknown,True,Hereditary Spastic Paraplegia,"SPG52 is a rare autosomal recessive HSP subtype with mutations in AP4M1 gene, affecting endosomal trafficking. Progressive lower limb weakness and spasticity. Incidence <0.01 per 100k. Only handful of families documented in literature. Limited phenotypic data.",,,
C1846564,"SPASTIC PARAPLEGIA 7, AUTOSOMAL RECESSIVE",extremely rare,,incidence,extremely rare,0.3,weak,unknown,True,Hereditary Spastic Paraplegia,"Rare genetic neurological disorder (SPG7 mutation). <500 families identified, estimated <0.01 per 100k births.",,,
C1858680,Familial encephalopathy with neuroserpin inclusion bodies,extremely rare,,incidence,extremely rare,0.25,weak,unknown,False,,Rare inherited neurological disorder with neuroserpin mutations. <0.01 per 100k. Limited to case reports and single-family studies in medical literature.,,,
C0006266,Bronchitis,500,,incidence,40000000,0.72,moderate,moderate,False,,"Acute bronchitis incidence estimated ~500 per 100k annually. Data from respiratory disease surveillance, with significant seasonal variation.",WHO Global Burden of Disease 2005,,registry
C2826320,Hepatitis C with cirrhosis,1.2,15.0,both,960000,0.72,strong,high,True,Hepatitis C,Reporting both incidence of new cirrhosis development (1.2 per 100k) and prevalence of HCV-related cirrhosis (~15 per 100k). Data from WHO/CDC estimates.,"WHO, CDC epidemiological databases",,registry
C0085570,Hypokalemic alkalosis,,,,,0.0,none,unknown,False,,"Hypokalemic alkalosis is a laboratory finding and clinical manifestation rather than a discrete disease entity. It represents a pathophysiological state with multiple underlying causes (diuretic use, vomiting, primary hyperaldosteronism, etc.). Too heterogeneous and non-specific to meaningfully estimate incidence. Epidemiological data conflates the finding with its diverse etiologies.",,,
C0344522,Congenital Rubella Syndrome,0.2,,incidence,16000,0.55,moderate,high,True,Congenital Infections,"Congenital rubella syndrome incidence declined dramatically post-vaccination. Estimated ~0.2 per 100k births in vaccinated populations, higher in unvaccinated regions.",,,
C0235864,Congenital hypertrichosis lanuginosa,extremely rare,,incidence,extremely rare,0.25,weak,unknown,True,Hypertrichosis,Congenital hypertrichosis lanuginosa is an extraordinarily rare genetic disorder characterized by abnormal hair growth from birth. Fewer than 100 confirmed cases globally throughout medical history. Incidence <0.01 per 100k births. Documented primarily through case reports in dermatological literature.,,,
C2936812,Congenital hypertrichosis,0.05,,incidence,4000,0.28,weak,unknown,False,,Extremely rare genetic disorder causing excessive hair growth from birth. Estimated incidence <0.1 per 100k. Very few confirmed cases globally (<100 documented cases since first description). Inheritance pattern varies (autosomal dominant for most forms).,,,
C0344299,Angiosarcoma,0.3,,incidence,24000,0.45,weak,moderate,False,Sarcoma,"Angiosarcoma is a rare soft tissue sarcoma with limited epidemiological data. Estimated ~0.3 per 100k based on sarcoma registry data, but specific incidence varies by anatomical location.",,,
C0221061,Behr syndrome,extremely rare,,incidence,extremely rare,0.2,weak,unknown,False,Mitochondrial Disorder,"Rare mitochondrial disorder characterized by optic neuropathy, spasticity, and ataxia. Autosomal recessive inheritance. Fewer than 50 families reported, estimated <0.001 per 100k.",,,
C0741900,,,,,,0.0,none,unknown,False,,Processing through cui-incidence-mapper_2 skill,,,
C1866130,Rhombencephalosynapsis,extremely rare,,incidence,extremely rare,0.25,weak,unknown,False,Developmental Brain Anomalies,"Rare congenital CNS malformation, <0.01 per 100k births based on case reports. Severe developmental brain anomaly.",,,
C0154778,"Myopia, Degenerative",,150.0,prevalence,12000000,0.65,moderate,moderate,True,Myopia,Degenerative myopia is a subtype of myopia. Prevalence data shows ~150 per 100k with moderate geographic variation.,WHO Global Burden of Disease (GBD) estimates,,estimate
